"","Date","Real","SVM","NB","RVM","NET"
"97","1999-11-11","0","1","1","1","1"
"98","1999-11-18","0","1","1","1","1"
"99","1999-11-25","0","1","1","1","0"
"100","1999-12-02","0","0","1","0","1"
"101","1999-12-09","0","0","1","0","1"
"102","1999-12-16","0","1","1","1","1"
"103","1999-12-23","1","1","1","1","1"
"104","1999-12-30","0","1","1","1","1"
"105","2000-01-06","0","1","1","1","1"
"106","2000-01-13","1","1","1","1","1"
"107","2000-01-20","1","1","0","0","1"
"108","2000-01-27","1","0","1","1","0"
"109","2000-02-03","1","1","0","1","0"
"110","2000-02-10","1","0","0","0","0"
"111","2000-02-17","1","0","0","0","0"
"112","2000-02-24","0","0","0","0","0"
"113","2000-03-02","1","0","0","0","0"
"114","2000-03-09","1","0","0","0","0"
"115","2000-03-16","0","0","0","0","0"
"116","2000-03-23","0","0","0","0","0"
"117","2000-03-30","0","0","0","0","0"
"118","2000-04-06","0","0","0","0","0"
"119","2000-04-13","0","0","0","0","0"
"120","2000-04-20","1","0","0","0","0"
"121","2000-04-27","0","0","0","0","0"
"122","2000-05-04","0","0","0","0","0"
"123","2000-05-11","0","0","0","0","0"
"124","2000-05-18","0","0","0","0","0"
"125","2000-05-25","0","0","0","0","0"
"126","2000-06-01","0","0","0","0","0"
"127","2000-06-08","0","0","0","0","0"
"128","2000-06-15","0","0","0","0","0"
"129","2000-06-22","0","0","0","0","0"
"130","2000-06-29","0","0","0","0","0"
"131","2000-07-06","0","0","0","0","0"
"132","2000-07-13","0","0","0","0","0"
"133","2000-07-20","0","0","0","0","0"
"134","2000-07-27","0","0","1","0","0"
"135","2000-08-03","0","0","1","0","0"
"136","2000-08-10","0","0","0","0","0"
"137","2000-08-17","0","0","1","0","0"
"138","2000-08-24","0","0","1","0","0"
"139","2000-08-31","0","0","0","0","0"
"140","2000-09-07","0","0","1","0","0"
"141","2000-09-14","0","0","1","0","0"
"142","2000-09-21","0","0","1","1","0"
"143","2000-09-28","1","0","1","1","0"
"144","2000-10-05","1","0","1","1","0"
"145","2000-10-12","0","0","1","1","0"
"146","2000-10-19","0","0","0","0","0"
"147","2000-10-26","0","0","0","0","0"
"148","2000-11-02","0","0","0","0","0"
"149","2000-11-09","0","0","0","0","0"
"150","2000-11-23","0","0","0","1","0"
"151","2000-11-30","0","0","0","0","0"
"152","2000-12-07","0","0","0","0","0"
"153","2000-12-14","0","0","0","0","0"
"154","2000-12-21","0","0","0","0","0"
"155","2000-12-28","0","0","0","0","0"
"156","2001-01-04","0","1","0","1","1"
"157","2001-01-11","0","0","0","0","0"
"158","2001-01-18","0","0","0","0","0"
"159","2001-01-25","0","0","0","0","0"
"160","2001-02-01","0","0","0","0","0"
"161","2001-02-08","0","0","0","0","0"
"162","2001-02-15","0","0","0","0","0"
"163","2001-02-22","0","0","0","0","0"
"164","2001-03-01","0","0","0","0","0"
"165","2001-03-08","0","0","0","0","0"
"166","2001-03-15","0","0","0","0","0"
"167","2001-03-22","0","0","0","0","0"
"168","2001-03-29","0","0","1","0","1"
"169","2001-04-05","0","0","0","0","0"
"170","2001-04-12","0","0","0","0","0"
"171","2001-04-19","0","0","0","0","0"
"172","2001-04-26","0","0","0","0","0"
"173","2001-05-03","0","0","0","0","0"
"174","2001-05-10","0","0","0","0","0"
"175","2001-05-17","0","0","0","0","0"
"176","2001-05-24","0","0","0","0","0"
"177","2001-05-31","0","0","0","0","0"
"178","2001-06-07","0","0","0","0","0"
"179","2001-06-14","0","0","0","0","0"
"180","2001-06-21","0","0","1","0","0"
"181","2001-06-28","0","0","1","0","0"
"182","2001-07-12","0","0","0","0","0"
"183","2001-07-19","0","0","0","0","0"
"184","2001-07-26","0","0","1","0","0"
"185","2001-08-02","0","0","1","1","0"
"186","2001-08-09","0","0","1","1","0"
"187","2001-08-16","1","0","1","0","0"
"188","2001-08-23","1","0","1","0","0"
"189","2001-08-30","1","0","1","0","0"
"190","2001-09-06","1","1","1","0","0"
"191","2001-09-13","1","0","1","0","0"
"192","2001-09-20","1","0","1","0","0"
"193","2001-09-27","1","1","1","1","0"
"194","2001-10-04","1","0","1","1","0"
"195","2001-10-11","1","0","1","1","1"
"196","2001-10-18","1","0","1","1","0"
"197","2001-10-25","1","0","1","1","0"
"198","2001-11-01","1","0","1","1","0"
"199","2001-11-08","1","0","1","1","0"
"200","2001-11-15","1","0","1","1","0"
"201","2001-11-22","1","1","1","1","1"
"202","2001-11-29","1","1","0","0","0"
"203","2001-12-06","1","1","1","1","1"
"204","2001-12-13","1","0","0","1","0"
"205","2001-12-20","1","0","1","1","0"
"206","2001-12-27","0","0","1","1","1"
"207","2002-01-03","1","1","0","1","1"
"208","2002-01-10","1","0","1","1","0"
"209","2002-01-17","1","0","1","1","1"
"210","2002-01-24","1","0","1","1","1"
"211","2002-01-31","1","0","1","1","0"
"212","2002-02-07","1","0","1","1","0"
"213","2002-02-14","1","0","1","1","0"
"214","2002-02-21","1","0","1","1","0"
"215","2002-02-28","1","1","1","1","0"
"216","2002-03-07","1","0","1","1","0"
"217","2002-03-14","0","0","1","1","0"
"218","2002-03-21","0","0","1","1","0"
"219","2002-03-28","0","0","0","0","0"
"220","2002-04-04","0","0","1","1","0"
"221","2002-04-11","1","1","1","1","0"
"222","2002-04-18","0","1","1","0","0"
"223","2002-04-25","0","0","0","0","0"
"224","2002-05-02","0","0","0","0","0"
"225","2002-05-09","0","0","0","1","1"
"226","2002-05-16","0","0","1","0","0"
"227","2002-05-23","0","0","1","0","0"
"228","2002-05-30","0","0","0","0","0"
"229","2002-06-06","0","0","1","1","0"
"230","2002-06-13","0","0","0","0","0"
"231","2002-06-20","1","0","1","1","0"
"232","2002-06-27","1","1","1","0","0"
"233","2002-07-04","0","1","0","0","0"
"234","2002-07-11","0","0","0","0","0"
"235","2002-07-18","0","0","1","0","0"
"236","2002-07-25","0","0","1","0","0"
"237","2002-08-01","0","0","1","0","0"
"238","2002-08-08","0","1","1","1","0"
"239","2002-08-15","0","0","1","0","0"
"240","2002-08-22","1","0","1","0","0"
"241","2002-08-29","1","1","1","0","0"
"242","2002-09-05","1","1","1","0","0"
"243","2002-09-12","0","0","1","0","0"
"244","2002-09-19","0","0","1","0","0"
"245","2002-09-26","0","1","1","0","0"
"246","2002-10-03","0","1","1","1","1"
"247","2002-10-10","0","0","1","1","0"
"248","2002-10-17","0","1","1","1","0"
"249","2002-10-24","0","1","1","0","1"
"250","2002-10-31","0","1","1","1","1"
"251","2002-11-07","0","1","1","1","1"
"252","2002-11-14","0","1","1","1","0"
"253","2002-11-21","0","1","1","1","0"
"254","2002-11-28","0","1","1","1","1"
"255","2002-12-05","1","0","1","0","0"
"256","2002-12-12","0","1","1","1","0"
"257","2002-12-19","0","0","1","0","1"
"258","2002-12-26","0","0","1","1","1"
"259","2003-01-02","1","0","0","0","0"
"260","2003-01-09","1","1","1","0","1"
"261","2003-01-16","1","0","1","1","0"
"262","2003-01-23","0","0","1","1","1"
"263","2003-01-30","1","1","1","1","1"
"264","2003-02-06","1","1","1","1","1"
"265","2003-02-13","1","0","1","0","1"
"266","2003-02-20","0","0","1","0","0"
"267","2003-02-27","0","0","1","0","0"
"268","2003-03-06","0","0","1","0","0"
"269","2003-03-13","1","0","1","0","0"
"270","2003-03-20","1","0","1","1","0"
"271","2003-03-27","1","0","1","1","0"
"272","2003-04-03","1","0","1","1","0"
"273","2003-04-10","1","0","0","0","0"
"274","2003-04-17","1","0","1","0","0"
"275","2003-04-24","1","0","1","0","1"
"276","2003-05-01","0","0","0","0","0"
"277","2003-05-08","1","0","0","0","0"
"278","2003-05-15","1","0","1","0","0"
"279","2003-05-22","0","0","1","0","0"
"280","2003-05-29","1","0","0","0","0"
"281","2003-06-05","0","0","1","0","0"
"282","2003-06-12","0","1","1","1","1"
"283","2003-06-19","1","0","0","0","1"
"284","2003-06-26","1","0","0","0","0"
"285","2003-07-03","0","0","0","1","0"
"286","2003-07-10","1","0","1","1","0"
"287","2003-07-17","1","0","0","1","0"
"288","2003-07-24","1","0","0","0","0"
"289","2003-07-31","1","0","0","0","0"
"290","2003-08-07","1","0","0","0","0"
"291","2003-08-14","1","0","0","0","0"
"292","2003-08-21","1","0","0","0","0"
"293","2003-08-28","1","1","0","1","0"
"294","2003-09-04","0","0","0","1","0"
"295","2003-09-11","1","0","1","1","1"
"296","2003-09-18","1","0","1","1","1"
"297","2003-09-25","1","1","1","1","1"
"298","2003-10-02","0","0","1","1","1"
"299","2003-10-09","0","1","1","1","1"
"300","2003-10-16","0","1","1","1","1"
"301","2003-10-23","0","1","1","1","1"
"302","2003-10-30","0","1","1","1","0"
"303","2003-11-06","0","0","1","1","0"
"304","2003-11-13","0","1","1","1","1"
"305","2003-11-20","0","1","1","1","1"
"306","2003-11-27","0","1","1","1","1"
"307","2003-12-04","0","1","1","1","0"
"308","2003-12-11","0","1","1","1","0"
"309","2003-12-18","0","1","1","1","1"
"310","2003-12-25","0","1","1","1","1"
"311","2004-01-01","1","1","1","1","1"
"312","2004-01-08","1","1","1","1","1"
"313","2004-01-15","1","0","1","1","0"
"314","2004-01-22","1","0","1","0","0"
"315","2004-01-29","1","0","1","0","0"
"316","2004-02-05","1","1","1","1","1"
"317","2004-02-12","1","1","1","0","0"
"318","2004-02-19","1","0","1","0","0"
"319","2004-02-26","0","0","1","0","0"
"320","2004-03-04","0","0","0","0","0"
"321","2004-03-11","0","0","1","1","0"
"322","2004-03-18","0","0","1","1","0"
"323","2004-03-25","0","1","1","1","1"
"324","2004-04-01","0","0","1","1","1"
"325","2004-04-08","0","0","0","0","1"
"326","2004-04-15","0","0","1","1","0"
"327","2004-04-22","0","1","1","0","0"
"328","2004-04-29","0","0","1","1","0"
"329","2004-05-06","0","0","1","1","1"
"330","2004-05-13","0","1","1","1","1"
"331","2004-05-20","0","0","0","0","0"
"332","2004-05-27","0","0","0","0","0"
"333","2004-06-03","0","1","0","0","0"
"334","2004-06-10","0","0","1","0","0"
"335","2004-06-17","0","0","1","1","0"
"336","2004-06-24","0","0","1","0","0"
"337","2004-07-01","0","0","1","0","0"
"338","2004-07-08","0","0","1","1","0"
"339","2004-07-15","0","0","1","0","0"
"340","2004-07-22","0","1","1","1","0"
"341","2004-07-29","0","0","1","0","0"
"342","2004-08-05","0","0","1","1","0"
"343","2004-08-12","0","1","1","1","1"
"344","2004-08-19","0","0","1","1","1"
"345","2004-08-26","0","0","1","0","1"
"346","2004-09-02","0","0","1","1","1"
"347","2004-09-09","0","1","1","1","0"
"348","2004-09-16","0","0","1","1","1"
"349","2004-09-23","0","0","1","1","1"
"350","2004-09-30","0","1","1","1","1"
"351","2004-10-07","0","0","1","1","0"
"352","2004-10-14","0","1","1","1","0"
"353","2004-10-21","0","1","1","1","0"
"354","2004-10-28","0","0","1","1","0"
"355","2004-11-04","0","0","1","1","0"
"356","2004-11-11","0","0","1","1","0"
"357","2004-11-18","0","0","1","1","1"
"358","2004-11-25","0","0","1","1","0"
"359","2004-12-02","0","1","1","1","1"
"360","2004-12-09","0","0","1","1","1"
"361","2004-12-16","0","0","1","1","0"
"362","2004-12-23","0","0","1","1","0"
"363","2004-12-30","0","0","1","1","1"
"364","2005-01-06","1","0","1","1","1"
"365","2005-01-13","1","0","1","1","1"
"366","2005-01-20","1","0","0","1","0"
"367","2005-01-27","1","0","1","1","1"
"368","2005-02-03","1","0","1","1","0"
"369","2005-02-10","1","0","1","1","1"
"370","2005-02-17","1","0","1","1","1"
"371","2005-02-24","1","0","1","1","1"
"372","2005-03-03","1","0","1","0","0"
"373","2005-03-10","1","0","0","0","0"
"374","2005-03-17","1","0","1","0","0"
"375","2005-03-24","0","0","0","0","0"
"376","2005-03-31","0","0","1","0","0"
"377","2005-04-07","1","0","0","0","0"
"378","2005-04-14","0","0","1","1","1"
"379","2005-04-21","1","0","0","0","0"
"380","2005-04-28","1","0","1","1","0"
"381","2005-05-05","1","0","1","1","0"
"382","2005-05-12","1","0","1","1","1"
"383","2005-05-19","1","0","0","0","0"
"384","2005-05-26","1","0","1","0","0"
"385","2005-06-02","1","0","1","0","0"
"386","2005-06-09","1","0","0","0","0"
"387","2005-06-16","1","0","0","1","0"
"388","2005-06-23","1","0","1","1","0"
"389","2005-06-30","1","0","0","0","0"
"390","2005-07-07","1","1","0","1","0"
"391","2005-07-14","1","1","0","1","1"
"392","2005-07-21","1","0","1","1","1"
"393","2005-07-28","1","0","1","1","0"
"394","2005-08-04","1","0","0","0","0"
"395","2005-08-11","1","0","0","0","0"
"396","2005-08-18","1","0","1","0","0"
"397","2005-08-25","1","0","1","0","0"
"398","2005-09-01","1","1","1","1","0"
"399","2005-09-08","1","0","1","1","0"
"400","2005-09-15","1","0","1","0","0"
"401","2005-09-22","1","0","1","0","0"
"402","2005-09-29","1","0","1","1","0"
"403","2005-10-06","1","0","1","1","0"
"404","2005-10-13","0","0","1","1","0"
"405","2005-10-20","0","0","1","1","0"
"406","2005-10-27","1","1","1","1","1"
"407","2005-11-03","1","0","1","1","1"
"408","2005-11-10","1","1","1","1","1"
"409","2005-11-17","0","0","1","0","1"
"410","2005-11-24","1","0","1","0","1"
"411","2005-12-01","1","1","1","1","1"
"412","2005-12-08","1","0","1","1","0"
"413","2005-12-15","0","0","1","1","1"
"414","2005-12-22","0","1","1","1","1"
"415","2005-12-29","0","0","0","0","0"
"416","2006-01-05","0","0","1","1","0"
"417","2006-01-12","0","0","0","0","0"
"418","2006-01-19","0","0","1","1","0"
"419","2006-01-26","0","0","1","1","1"
"420","2006-02-02","0","0","0","0","0"
"421","2006-02-09","0","0","1","1","1"
"422","2006-02-16","0","0","1","1","1"
"423","2006-02-23","0","0","1","0","0"
"424","2006-03-02","0","0","1","1","0"
"425","2006-03-09","0","0","0","1","1"
"426","2006-03-16","0","0","0","1","0"
"427","2006-03-23","0","0","1","1","1"
"428","2006-03-30","0","0","0","0","0"
"429","2006-04-06","0","0","1","1","0"
"430","2006-04-13","0","0","0","0","0"
"431","2006-05-04","0","0","0","0","0"
"432","2006-05-11","0","0","0","0","0"
"433","2006-05-18","0","0","0","0","0"
"434","2006-05-25","0","0","0","0","0"
"435","2006-06-01","0","0","0","0","0"
"436","2006-06-15","0","0","1","1","0"
"437","2006-07-06","0","0","1","0","0"
"438","2006-07-20","1","0","1","0","0"
"439","2006-07-27","1","0","1","0","0"
"440","2006-08-03","1","0","1","0","0"
"441","2006-08-10","1","0","0","0","0"
"442","2006-08-17","1","0","1","0","0"
"443","2006-08-24","1","0","1","0","0"
"444","2006-08-31","1","0","0","0","0"
"445","2006-09-07","1","0","1","0","0"
"446","2006-09-14","1","0","0","0","0"
"447","2006-09-21","1","0","1","0","1"
"448","2006-09-28","1","0","1","0","0"
"449","2006-10-05","1","0","0","0","0"
"450","2006-10-12","1","0","1","1","0"
"451","2006-10-19","1","0","0","0","0"
"452","2006-10-26","1","0","1","1","0"
"453","2006-11-02","1","0","1","1","0"
"454","2006-11-09","1","0","0","0","0"
"455","2006-11-16","1","0","0","0","0"
"456","2006-11-23","1","0","0","0","0"
"457","2006-11-30","1","0","0","0","0"
"458","2006-12-07","1","0","0","0","0"
"459","2006-12-14","0","0","1","1","0"
"460","2006-12-21","0","0","1","0","1"
"461","2006-12-28","1","0","1","1","0"
"462","2007-01-04","1","1","1","1","0"
"463","2007-01-11","1","1","1","1","0"
"464","2007-01-18","1","0","1","1","0"
"465","2007-01-25","1","0","1","1","0"
"466","2007-02-01","0","0","1","1","0"
"467","2007-02-08","1","1","1","1","0"
"468","2007-02-15","0","0","0","0","0"
"469","2007-02-22","0","0","0","0","0"
"470","2007-03-01","1","0","0","0","0"
"471","2007-03-08","0","0","0","0","0"
"472","2007-03-15","0","0","0","0","0"
"473","2007-03-22","0","0","0","0","0"
"474","2007-03-29","0","0","0","0","0"
"475","2007-04-05","0","0","0","0","0"
"476","2007-04-12","0","0","0","0","0"
"477","2007-04-19","0","0","0","0","0"
"478","2007-04-26","0","0","0","0","0"
"479","2007-05-03","0","0","0","0","0"
"480","2007-05-10","0","0","0","0","0"
"481","2007-05-17","0","0","0","0","0"
"482","2007-05-24","0","0","0","0","0"
"483","2007-05-31","0","0","0","0","0"
"484","2007-06-07","0","0","0","0","0"
"485","2007-06-14","0","0","1","1","0"
"486","2007-06-21","0","0","0","0","0"
"487","2007-06-28","0","0","1","0","1"
"488","2007-07-05","0","0","0","0","0"
"489","2007-07-12","0","0","0","0","0"
"490","2007-07-19","0","0","1","0","0"
"491","2007-07-26","0","0","0","0","0"
"492","2007-08-02","0","0","0","0","0"
"493","2007-08-09","0","0","1","0","0"
"494","2007-08-16","0","0","1","0","0"
"495","2007-08-23","0","0","1","0","0"
"496","2007-08-30","0","0","1","0","0"
"497","2007-09-06","0","0","1","0","0"
"498","2007-09-13","0","0","1","0","0"
"499","2007-09-20","0","0","1","0","0"
"500","2007-09-27","0","0","1","0","0"
"501","2007-10-04","0","1","1","0","1"
"502","2007-10-11","1","0","1","0","1"
"503","2007-10-18","1","1","1","0","0"
"504","2007-10-25","1","1","1","0","1"
"505","2007-11-01","0","1","1","1","1"
"506","2007-11-08","0","1","0","0","0"
"507","2007-11-15","0","1","0","0","0"
"508","2007-11-22","0","1","0","0","0"
"509","2007-11-29","0","1","0","0","0"
"510","2007-12-06","0","0","0","0","0"
"511","2007-12-13","0","0","0","0","0"
"512","2007-12-20","0","0","0","0","0"
"513","2007-12-27","0","0","0","0","0"
"514","2008-01-03","0","0","0","0","0"
"515","2008-01-10","0","0","0","0","1"
"516","2008-01-17","0","0","0","0","0"
"517","2008-01-24","0","1","1","0","0"
"518","2008-01-31","0","0","0","0","0"
"519","2008-02-07","0","0","0","0","0"
"520","2008-02-14","0","1","1","1","0"
"521","2008-02-21","0","0","0","0","0"
"522","2008-02-28","0","0","0","0","0"
"523","2008-03-06","0","0","1","0","0"
"524","2008-03-13","0","0","0","0","0"
"525","2008-03-20","0","0","0","0","0"
"526","2008-03-27","0","0","0","0","0"
"527","2008-04-03","0","0","1","0","0"
"528","2008-04-10","0","0","1","0","0"
"529","2008-04-17","0","0","0","0","0"
"530","2008-04-24","0","0","0","0","0"
"531","2008-05-01","0","0","0","0","0"
"532","2008-05-08","0","0","0","0","0"
"533","2008-05-15","0","0","0","0","0"
"534","2008-05-22","0","0","0","0","0"
"535","2008-05-29","0","0","0","0","0"
"536","2008-06-05","0","0","0","0","0"
"537","2008-06-12","0","0","0","0","0"
"538","2008-06-19","0","0","0","0","0"
"539","2008-06-26","0","1","1","0","0"
"540","2008-07-03","0","0","1","0","1"
"541","2008-07-10","0","0","0","0","0"
"542","2008-07-17","0","1","1","0","1"
"543","2008-07-24","0","1","1","0","1"
"544","2008-07-31","0","0","1","0","1"
"545","2008-08-07","0","0","0","0","0"
"546","2008-08-14","0","0","1","0","0"
"547","2008-08-21","0","0","0","0","0"
"548","2008-08-28","0","0","1","1","1"
"549","2008-09-04","0","1","1","1","0"
"550","2008-09-11","0","1","1","1","0"
"551","2008-09-18","0","1","1","1","1"
"552","2008-09-25","0","0","1","1","1"
"553","2008-10-02","0","0","1","1","0"
"554","2008-10-09","0","0","1","1","0"
"555","2008-10-16","0","1","1","1","0"
"556","2008-10-23","0","0","1","1","0"
"557","2008-10-30","0","1","1","1","0"
"558","2008-11-06","0","0","1","1","0"
"559","2008-11-13","0","0","1","1","0"
"560","2008-11-20","0","1","1","1","0"
"561","2008-11-27","0","1","0","0","0"
"562","2008-12-04","0","1","1","1","1"
"563","2008-12-11","0","0","1","1","1"
"564","2008-12-18","0","1","0","1","1"
"565","2008-12-25","0","0","0","1","1"
"566","2009-01-01","0","1","0","1","1"
"567","2009-01-08","0","1","0","0","1"
"568","2009-01-15","0","0","0","0","1"
"569","2009-01-22","0","1","0","0","0"
"570","2009-01-29","0","0","0","0","0"
"571","2009-02-05","0","1","1","1","0"
"572","2009-02-12","0","1","0","1","0"
"573","2009-02-19","0","1","0","0","1"
"574","2009-02-26","0","0","0","1","0"
"575","2009-03-05","0","1","0","0","0"
"576","2009-03-12","0","0","0","0","0"
"577","2009-03-19","0","0","0","0","0"
"578","2009-03-26","0","0","0","0","0"
"579","2009-04-02","0","0","0","0","0"
"580","2009-04-09","0","0","0","0","0"
"581","2009-04-16","0","0","0","0","0"
"582","2009-04-23","0","0","0","0","0"
"583","2009-04-30","0","0","0","0","0"
"584","2009-05-07","0","0","0","0","0"
"585","2009-05-14","0","0","1","1","1"
"586","2009-05-21","0","0","1","0","0"
"587","2009-05-28","0","0","1","0","0"
"588","2009-06-04","0","0","1","1","0"
"589","2009-06-11","0","1","1","0","0"
"590","2009-06-18","0","1","1","1","0"
"591","2009-06-25","0","0","0","0","0"
"592","2009-07-02","0","0","0","0","0"
"593","2009-07-09","0","0","1","1","0"
"594","2009-07-16","0","0","1","0","0"
"595","2009-07-23","0","0","1","1","0"
"596","2009-07-30","0","0","1","1","0"
"597","2009-08-06","0","0","1","0","0"
"598","2009-08-13","0","1","1","1","1"
"599","2009-08-20","0","0","1","1","0"
"600","2009-08-27","0","0","1","1","1"
"601","2009-09-03","0","1","1","1","1"
"602","2009-09-10","0","1","1","0","1"
"603","2009-09-17","0","0","1","1","0"
"604","2009-09-24","0","0","1","1","0"
"605","2009-10-01","0","0","1","1","0"
"606","2009-10-08","0","0","1","0","0"
"607","2009-10-15","0","1","1","1","1"
"608","2009-10-22","1","0","0","0","0"
"609","2009-10-29","1","0","0","0","0"
"610","2009-11-05","1","1","0","0","1"
"611","2009-11-12","0","0","0","0","0"
"612","2009-11-19","0","1","0","0","0"
"613","2009-11-26","0","0","1","1","1"
"614","2009-12-03","0","0","1","1","1"
"615","2009-12-10","0","1","1","1","0"
"616","2009-12-17","0","0","1","0","1"
"617","2009-12-24","0","0","1","0","1"
"618","2009-12-31","0","0","1","1","1"
"619","2010-01-07","0","1","1","1","1"
"620","2010-01-14","0","0","1","0","0"
"621","2010-01-21","0","0","1","0","0"
"622","2010-01-28","0","0","1","0","1"
"623","2010-02-04","0","0","1","0","0"
"624","2010-02-11","0","0","1","1","1"
"625","2010-02-18","0","0","1","1","1"
"626","2010-02-25","0","1","1","1","1"
"627","2010-03-04","0","0","1","1","1"
"628","2010-03-11","0","0","0","0","0"
"629","2010-03-18","0","1","1","1","0"
"630","2010-03-25","0","1","1","1","1"
"631","2010-04-01","0","1","1","1","1"
"632","2010-04-08","0","1","1","1","0"
"633","2010-04-15","0","1","1","1","1"
"634","2010-04-22","0","0","0","0","0"
"635","2010-04-29","0","0","1","0","0"
"636","2010-05-06","0","0","1","0","1"
"637","2010-05-13","0","0","1","0","0"
"638","2010-05-20","0","1","1","1","0"
"639","2010-05-27","0","0","1","0","0"
"640","2010-06-03","0","0","0","0","0"
"641","2010-06-10","0","0","0","0","0"
"642","2010-06-17","0","0","1","0","0"
"643","2010-06-24","0","0","1","0","0"
"644","2010-07-01","0","0","1","0","0"
"645","2010-07-08","0","0","1","1","0"
"646","2010-07-15","0","0","1","1","0"
"647","2010-07-22","0","0","1","1","0"
"648","2010-07-29","0","0","1","0","0"
"649","2010-08-05","0","0","1","0","0"
"650","2010-08-12","0","0","0","0","0"
"651","2010-08-19","0","0","0","0","0"
"652","2010-08-26","0","0","1","1","1"
"653","2010-09-02","0","0","1","1","0"
"654","2010-09-09","0","0","1","1","0"
"655","2010-09-16","0","1","1","1","0"
"656","2010-09-23","0","1","1","1","0"
"657","2010-09-30","0","0","1","1","0"
"658","2010-10-07","0","0","1","1","0"
"659","2010-10-14","0","1","1","1","0"
"660","2010-10-21","0","0","0","0","0"
"661","2010-10-28","0","0","1","1","1"
"662","2010-11-04","0","1","1","1","0"
"663","2010-11-11","0","0","1","1","0"
"664","2010-11-18","0","0","1","1","0"
