"","Date","Real","SVM","NB","RVM","NET"
"661","2013-02-07","1","0","0","1","1"
"662","2000-12-07","0","0","0","0","0"
"663","2001-04-26","0","0","0","0","0"
"664","1998-08-27","0","0","1","0","0"
"665","2007-05-24","0","0","0","0","0"
"666","2014-02-27","0","0","1","1","1"
"667","2011-08-25","0","0","0","0","0"
"668","2007-11-15","0","0","0","0","0"
"669","2016-04-21","0","0","1","1","1"
"670","2012-11-15","1","1","1","1","1"
"671","2011-03-10","0","0","1","0","0"
"672","2012-04-05","0","0","0","0","0"
"673","2004-10-07","0","0","1","1","0"
"674","2017-05-25","0","0","0","0","1"
"675","2008-05-29","0","0","0","0","0"
"676","1999-05-20","0","0","0","0","0"
"677","2006-02-16","0","0","1","1","0"
"678","2001-03-15","0","0","0","0","0"
"679","1999-11-25","0","1","1","1","0"
"680","2006-10-19","1","1","0","0","0"
"681","2001-05-17","0","0","0","0","0"
"682","1998-01-22","0","1","1","1","1"
"683","2015-09-24","0","0","1","1","0"
"684","2006-03-30","0","0","0","0","0"
"685","2014-04-24","0","1","0","0","0"
"686","2012-04-26","0","0","0","1","0"
"687","2000-08-17","0","0","1","0","0"
"688","2006-10-12","1","1","1","1","0"
"689","2010-07-01","0","0","1","0","0"
"690","2005-10-20","0","0","1","1","0"
"691","2010-04-15","0","0","1","1","1"
"692","2002-01-24","1","1","1","1","1"
"693","2011-03-03","0","0","0","1","0"
"694","2000-10-26","0","0","0","0","0"
"695","2005-05-05","1","0","1","1","1"
"696","2015-04-30","0","0","1","1","0"
"697","2017-10-26","0","1","1","1","1"
"698","2007-09-06","0","0","1","0","0"
"699","2012-08-02","0","0","1","0","0"
"700","2016-09-15","1","0","1","1","0"
"701","2005-08-18","1","0","1","0","0"
"702","2015-10-01","0","1","1","1","1"
"703","2016-05-26","0","0","1","1","0"
"704","2002-06-06","0","0","0","1","0"
"705","1998-01-01","0","0","1","1","0"
"706","2004-09-30","0","0","1","1","0"
"707","2006-08-24","1","1","1","0","0"
"708","2018-01-11","0","1","1","1","1"
"709","2004-02-05","1","1","1","1","1"
"710","2001-10-18","1","1","1","1","0"
"711","1999-05-13","0","0","0","0","0"
"712","2000-09-21","0","0","1","0","0"
"713","2014-04-17","0","0","1","0","0"
"714","2018-09-13","1","1","1","1","1"
"715","2004-08-19","0","0","1","1","1"
"716","2005-03-10","1","0","1","0","1"
"717","2008-08-28","0","0","1","1","1"
"718","2008-03-20","0","0","0","0","0"
"719","2016-07-28","0","0","1","0","0"
"720","2012-08-30","0","0","1","1","0"
"721","1998-09-03","0","0","1","0","0"
"722","2007-09-27","0","0","1","1","1"
"723","2014-04-03","0","0","0","0","0"
"724","2009-05-14","0","0","1","1","0"
"725","2017-03-23","1","1","1","1","1"
"726","2016-11-03","1","1","1","1","0"
"727","2002-03-28","0","0","0","0","0"
"728","2018-06-28","1","1","1","1","1"
"729","1998-04-23","0","0","1","1","1"
"730","2016-09-29","1","1","1","1","0"
"731","2017-10-19","0","1","1","1","0"
"732","2015-04-23","0","0","0","0","1"
"733","2006-01-12","0","0","0","0","0"
"734","2008-12-18","0","0","0","1","0"
"735","2007-02-08","1","1","1","1","1"
"736","2016-11-17","1","1","1","1","1"
"737","2008-12-25","0","0","0","1","1"
"738","2000-01-13","1","1","1","1","1"
"739","2000-08-03","0","0","1","0","0"
"740","2016-06-30","0","0","1","0","0"
"741","2018-05-24","0","0","1","1","1"
"742","2014-04-10","0","0","1","1","0"
"743","2004-03-18","0","0","1","1","1"
"744","2013-03-07","0","0","0","0","0"
"745","2009-04-23","0","0","0","0","0"
"746","2018-04-26","1","1","0","1","1"
"747","2000-10-12","0","1","1","1","1"
"748","2006-07-27","1","0","1","0","0"
"749","2002-08-29","1","1","1","1","0"
"750","2004-04-22","0","0","0","0","0"
"751","1999-07-15","0","0","1","1","0"
"752","2007-06-07","0","0","0","0","0"
"753","2004-06-10","0","0","1","0","0"
"754","2009-11-26","0","0","1","0","0"
"755","2013-04-18","0","0","1","0","0"
"756","1999-01-28","0","1","1","1","1"
"757","2005-12-01","1","1","1","1","1"
"758","2001-07-19","0","0","0","0","0"
"759","2006-01-05","0","0","1","0","0"
"760","1999-04-15","0","0","0","0","0"
"761","2001-03-01","0","0","0","0","0"
"762","2006-08-03","1","1","1","0","0"
"763","2008-02-14","0","1","1","0","1"
"764","2013-08-22","0","1","1","1","0"
"765","2007-11-22","0","0","0","0","0"
"766","2003-08-28","1","1","1","1","0"
"767","2006-05-18","0","0","0","0","0"
"768","2003-10-16","0","0","1","1","1"
"769","2003-11-27","0","0","1","1","0"
"770","2017-02-23","1","1","0","1","0"
"771","2000-02-17","1","0","0","0","0"
"772","2012-04-12","0","0","0","0","0"
"773","2004-08-05","0","0","1","0","0"
"774","2004-03-04","0","0","1","0","0"
"775","2011-12-22","1","0","1","1","0"
"776","2016-06-02","0","0","0","0","0"
"777","2006-05-25","0","0","0","0","0"
"778","2009-03-19","0","0","0","0","0"
"779","2009-12-10","0","0","1","1","1"
"780","1999-07-08","0","0","1","0","0"
"781","2004-09-23","0","0","1","0","0"
"782","1998-11-12","1","0","1","1","1"
"783","2005-04-28","1","0","1","1","1"
"784","1999-04-08","0","0","0","0","0"
"785","2005-12-29","0","0","1","0","0"
"786","2010-02-11","0","0","1","1","0"
"787","2002-11-21","0","0","1","1","1"
"788","2010-08-26","0","0","1","0","0"
"789","2009-06-11","0","0","1","0","1"
"790","2007-05-10","0","0","0","0","0"
"791","2014-10-23","1","1","1","1","1"
"792","1999-12-09","0","0","1","1","0"
"793","2005-08-11","1","1","1","0","1"
"794","2013-06-13","0","0","1","0","0"
"795","2013-10-03","0","0","1","0","0"
"796","2001-03-22","0","0","0","0","0"
"797","2015-07-16","0","0","0","0","0"
"798","2013-07-11","0","0","1","0","0"
"799","2014-06-12","0","0","1","0","0"
"800","2013-11-28","0","0","1","1","1"
"801","2013-05-09","0","0","0","0","1"
"802","2014-03-20","0","0","1","1","0"
"803","1999-05-06","0","0","0","0","0"
"804","2004-05-06","0","0","1","1","0"
"805","2012-05-31","0","0","0","0","1"
"806","1999-09-23","0","0","1","1","0"
"807","2014-02-13","0","0","1","1","0"
"808","2009-04-09","0","0","0","0","0"
"809","2016-02-18","0","1","1","1","0"
"810","2017-12-28","1","1","1","1","1"
"811","2011-01-13","0","0","0","0","0"
"812","2011-02-10","0","1","1","1","1"
"813","2015-12-10","1","1","1","1","1"
"814","2013-11-14","1","0","1","1","1"
"815","2011-04-28","0","1","0","0","0"
"816","2013-07-04","0","0","1","0","0"
"817","2007-04-19","0","0","0","0","0"
"818","2008-10-02","0","0","1","1","0"
"819","2000-05-04","0","0","0","0","0"
"820","1998-01-29","0","0","1","0","0"
"821","2002-09-12","0","0","1","0","0"
"822","2011-05-26","0","0","0","0","0"
"823","1998-10-29","0","0","1","1","1"
"824","2011-11-24","1","1","1","1","1"
"825","2002-03-07","1","0","1","1","0"
"826","2014-09-18","0","0","1","0","0"
"827","2010-11-25","0","0","0","1","1"
"828","2018-05-03","1","0","0","1","0"
"829","2005-09-15","1","0","1","1","0"
"830","2016-10-13","1","1","1","1","1"
"831","2005-06-30","1","0","0","1","0"
"832","2014-07-17","0","0","1","0","0"
"833","2017-03-16","1","1","1","1","1"
"834","2009-08-20","0","0","1","0","0"
"835","2008-10-23","0","0","1","1","0"
"836","2003-07-10","1","1","1","1","0"
"837","2008-11-20","0","0","1","1","0"
"838","2012-02-23","0","0","0","0","0"
"839","2004-06-24","0","0","1","0","0"
"840","2006-07-06","0","0","1","0","0"
"841","2005-12-15","0","1","1","1","0"
"842","2014-10-02","0","0","1","0","0"
"843","1999-07-22","0","0","0","0","0"
"844","2014-08-14","1","0","0","0","0"
"845","2015-08-27","0","0","1","0","0"
"846","2012-05-24","0","0","0","0","0"
"847","2003-12-11","0","1","1","1","1"
"848","2007-05-03","0","0","0","0","0"
"849","2003-11-20","0","1","1","1","1"
"850","2007-06-28","0","0","1","0","0"
"851","2006-11-16","1","0","0","0","0"
"852","2000-06-15","0","0","0","0","0"
"853","2000-04-06","0","0","0","0","0"
"854","2002-10-03","0","0","1","1","1"
"855","2013-12-19","0","0","1","1","1"
"856","2005-08-25","1","0","1","0","0"
"857","2010-05-27","0","0","1","0","0"
"858","2011-02-24","0","1","0","1","0"
"859","2009-12-17","0","0","1","0","0"
"860","2007-03-01","1","0","0","0","0"
"861","2017-09-07","0","0","1","0","1"
"862","2013-08-29","0","1","1","1","1"
"863","2006-11-02","1","0","1","1","1"
"864","2001-11-15","1","1","1","1","1"
"865","2007-01-25","1","0","1","1","1"
"866","2018-06-21","1","1","1","1","1"
"867","2012-06-21","0","0","1","0","0"
"868","2006-06-01","0","0","0","0","0"
"869","2007-11-29","0","0","0","0","1"
"870","2011-10-06","1","1","1","1","0"
"871","2015-11-05","1","1","1","1","1"
"872","2002-03-14","0","0","1","1","0"
"873","2004-12-02","0","0","1","1","1"
"874","2013-05-23","0","0","1","1","0"
"875","2002-07-11","0","0","0","0","0"
"876","2002-04-04","0","0","0","0","0"
"877","2009-07-09","0","0","1","1","1"
"878","2005-02-03","1","0","1","1","0"
"879","2013-10-24","0","1","1","1","1"
"880","2003-04-03","1","1","1","1","1"
"881","2011-01-20","0","1","1","1","0"
"882","2007-02-15","0","1","0","1","0"
"883","2005-06-09","1","1","1","1","1"
"884","2011-09-15","0","1","1","1","1"
"885","2000-11-30","0","0","0","1","0"
"886","2007-04-26","0","0","0","0","0"
"887","2007-08-16","0","0","1","0","0"
"888","2002-08-15","0","0","1","0","1"
"889","2007-01-04","1","1","1","1","1"
"890","2004-03-25","0","1","1","1","0"
"891","2004-01-29","1","0","1","1","1"
"892","2009-07-23","0","0","1","0","0"
"893","2017-11-16","1","1","1","1","1"
"894","2015-11-19","1","1","1","1","1"
"895","1999-06-24","0","0","1","0","0"
"896","2006-06-15","0","1","1","1","0"
"897","2017-12-21","1","0","1","1","1"
"898","2013-11-07","0","0","1","1","0"
"899","2013-05-16","0","0","0","0","0"
"900","2014-01-02","0","0","1","1","0"
"901","2002-04-11","1","1","1","0","0"
"902","2011-06-23","0","0","0","0","0"
"903","2001-10-04","1","0","1","1","1"
"904","2003-07-31","1","1","1","1","1"
"905","2015-07-30","0","0","0","0","0"
"906","2006-03-02","0","0","1","1","1"
"907","2010-09-30","0","0","1","1","0"
"908","2012-12-13","1","1","1","1","1"
"909","2011-05-12","0","0","0","0","0"
"910","1998-09-10","0","0","1","0","0"
"911","2016-06-16","0","0","1","1","0"
"912","2005-11-03","1","0","1","1","1"
"913","1998-02-05","0","1","1","1","1"
"914","2000-06-22","0","0","0","0","0"
"915","2014-08-07","0","1","1","1","0"
"916","2008-02-21","0","0","0","0","0"
"917","2003-12-25","0","1","1","1","1"
"918","2012-04-19","0","0","0","0","0"
"919","2008-03-06","0","0","1","0","0"
"920","2012-03-01","0","0","0","0","0"
"921","2015-02-26","0","0","1","1","0"
"922","2009-04-30","0","0","0","0","0"
"923","2007-03-15","0","0","0","1","0"
"924","2011-09-29","1","1","1","1","0"
"925","2003-01-09","1","1","1","1","1"
"926","2012-11-01","1","1","1","1","1"
"927","1998-12-17","1","1","1","1","0"
"928","2009-04-16","0","0","0","0","1"
"929","2018-08-16","1","1","1","1","1"
"930","2001-11-08","1","1","1","1","0"
"931","2016-03-10","0","0","1","1","0"
"932","1998-02-12","1","0","1","1","1"
"933","1998-09-24","0","0","0","0","0"
"934","2011-03-31","0","0","1","0","1"
"935","2015-12-17","1","1","1","1","1"
"936","2005-10-06","1","1","1","0","0"
"937","2006-05-11","0","0","0","0","0"
"938","2016-12-29","1","0","0","1","0"
"939","2008-01-17","0","0","0","0","0"
"940","2009-09-24","0","0","1","1","1"
"941","2015-04-02","0","0","1","0","0"
"942","2009-01-15","0","0","0","0","0"
"943","2014-03-27","0","0","1","0","0"
"944","2016-11-24","1","1","1","1","1"
"945","2017-08-31","0","0","1","0","0"
"946","2017-10-12","0","0","1","1","0"
"947","2009-06-18","0","0","1","0","0"
"948","2017-01-26","1","1","1","1","0"
"949","2015-01-01","0","0","1","0","0"
"950","2009-02-12","0","1","0","0","0"
"951","2015-02-19","0","0","1","1","0"
"952","1999-10-14","0","1","1","1","0"
"953","2016-07-21","0","0","1","0","0"
"954","2006-09-07","1","0","1","0","1"
"955","2011-10-27","1","0","1","1","0"
"956","2009-03-12","0","0","0","0","0"
"957","2018-04-12","1","1","1","1","1"
"958","2018-05-10","0","1","0","0","0"
"959","2010-04-01","0","1","1","1","1"
"960","2001-02-01","0","0","0","0","0"
"961","2014-07-24","0","1","1","1","0"
"962","2003-06-12","0","1","1","1","1"
"963","2017-11-30","1","0","1","1","1"
"964","2009-12-03","0","0","1","0","0"
"965","2002-06-13","0","0","0","0","0"
"966","2009-12-24","0","0","1","0","0"
"967","2001-09-13","1","0","1","0","0"
"968","1998-08-06","0","0","1","0","1"
"969","2001-12-20","1","1","1","1","1"
"970","2013-06-06","0","0","1","0","0"
"971","2012-01-26","0","1","0","1","0"
"972","2013-09-26","0","0","1","1","0"
"973","2011-04-21","0","0","0","0","0"
"974","2011-01-27","0","1","1","1","1"
"975","2009-06-25","0","0","0","0","0"
"976","2003-05-22","0","1","1","1","0"
"977","2013-12-05","0","1","1","1","0"
"978","2012-03-22","0","1","0","0","0"
"979","2006-01-26","0","0","1","0","0"
"980","1999-03-25","0","0","0","0","0"
"981","2012-01-12","1","0","0","0","0"
"982","2000-07-27","0","0","1","0","0"
"983","2005-06-02","1","0","1","0","0"
"984","2012-02-16","0","0","0","1","0"
"985","2004-07-22","0","0","1","0","1"
"986","1998-12-24","1","0","1","1","0"
"987","2009-10-29","1","0","0","0","0"
"988","2010-08-05","0","0","1","0","0"
"989","2017-07-13","0","0","1","1","0"
"990","2010-04-08","0","0","1","1","1"
"991","2011-02-03","0","1","1","1","1"
"992","1998-12-03","1","1","1","1","1"
"993","1998-11-26","1","0","1","1","0"
"994","2016-05-05","0","0","1","1","0"
"995","2000-09-07","0","0","1","0","0"
"996","2004-06-03","0","1","0","0","0"
"997","2008-07-10","0","0","0","0","0"
"998","2014-10-09","0","0","1","0","0"
"999","2012-06-14","0","0","1","0","0"
"1000","2015-12-31","1","0","1","1","0"
"1001","1998-12-31","1","0","1","1","0"
"1002","2015-05-28","0","0","0","0","0"
"1003","1999-06-10","0","0","1","1","0"
"1004","2016-04-14","0","0","1","1","0"
"1005","2014-05-15","0","0","1","0","0"
"1006","2004-07-08","0","0","1","0","0"
"1007","2003-06-19","1","1","0","0","1"
"1008","2009-08-06","0","0","1","0","0"
"1009","2011-06-30","0","0","1","1","1"
"1010","2016-08-25","0","0","1","1","0"
"1011","2002-12-19","0","0","1","0","0"
"1012","2014-05-29","0","0","0","0","0"
"1013","2006-12-14","0","1","1","0","0"
"1014","2003-03-20","1","1","1","1","0"
"1015","2013-01-24","1","1","1","1","0"
"1016","2014-03-13","0","0","1","0","0"
"1017","2004-04-29","0","0","1","1","0"
"1018","2005-12-22","0","1","1","1","0"
"1019","2007-06-21","0","0","0","0","0"
"1020","2008-08-07","0","0","0","0","0"
"1021","2010-08-19","0","0","0","0","1"
"1022","2001-05-03","0","0","0","0","0"
"1023","1999-11-04","0","0","1","1","0"
"1024","2016-07-14","0","0","1","1","0"
"1025","2007-12-06","0","0","0","0","0"
"1026","2005-05-26","1","1","1","0","0"
"1027","2015-09-10","0","0","1","1","0"
"1028","2013-06-27","0","0","1","0","0"
"1029","2014-01-30","0","0","1","1","0"
"1030","2006-11-09","1","1","0","0","1"
"1031","2015-10-22","1","1","1","1","1"
"1032","2013-04-25","0","0","1","1","0"
"1033","2003-11-06","0","0","1","1","0"
"1034","2017-12-14","1","1","1","1","1"
"1035","2008-11-06","0","0","1","1","0"
"1036","2018-01-18","0","1","1","1","0"
"1037","2018-07-19","1","1","1","1","1"
"1038","1999-01-21","1","0","1","1","0"
"1039","2007-08-23","0","0","1","0","0"
"1040","1999-09-16","0","0","1","1","0"
"1041","2008-12-04","0","1","0","1","0"
"1042","2015-07-02","0","0","1","0","0"
"1043","2010-07-15","0","0","1","1","0"
"1044","2017-10-05","0","1","1","1","0"
"1045","2003-10-30","0","0","1","1","0"
"1046","2006-11-23","1","1","0","0","0"
"1047","2006-04-13","0","0","0","0","0"
"1048","2005-09-08","1","1","1","1","1"
"1049","2016-08-11","0","0","1","1","0"
"1050","2007-10-04","0","1","1","1","0"
"1051","2015-06-11","0","0","1","0","0"
"1052","2002-01-17","1","1","1","1","1"
"1053","2003-08-07","1","1","0","0","0"
"1054","2007-04-12","0","0","0","0","0"
"1055","2012-09-13","0","0","1","1","0"
"1056","2007-09-20","0","0","1","0","1"
"1057","2009-01-29","0","0","0","0","0"
"1058","2003-01-16","1","1","1","1","1"
"1059","2004-08-12","0","0","1","1","0"
"1060","2003-01-30","1","1","1","1","1"
"1061","1998-07-23","0","0","1","0","0"
"1062","1998-11-05","0","1","1","1","0"
"1063","2013-04-11","0","1","1","1","0"
"1064","2011-08-04","0","0","0","0","0"
"1065","1998-04-09","0","0","1","1","0"
"1066","2005-01-06","1","1","1","1","1"
"1067","2009-03-05","0","0","0","0","0"
"1068","2004-09-09","0","0","1","0","0"
"1069","2010-03-18","0","0","1","1","1"
"1070","2009-06-04","0","0","1","1","0"
"1071","2011-12-29","1","1","1","1","1"
"1072","2008-09-25","0","0","1","1","0"
