,site_no,lat,lon
753,2310700,28.78526096,-82.6178779
754,2310708,28.78192757,-82.6423228
755,2310710,28.7747054,-82.6720455
756,2310712,28.7716498,-82.695657
757,2310740,28.890535,-82.5956566
758,2310742,28.8933611,-82.6055556
759,2310743,28.89470155,-82.5931566
760,2310747,28.90638889,-82.62388889
761,2310750,28.90497848,-82.6367689
762,2310752,28.90155556,-82.6458056
763,2310800,28.36084067,-81.8186886
764,2310900,28.251123,-81.8139667
765,2310947,28.31195156,-82.05591468
766,2311000,28.27139707,-82.0978598
767,2311500,28.3525042,-82.12591619
768,2312000,28.4799981,-82.17758499
769,2312180,28.5216647,-82.0548037
770,2312200,28.57277286,-82.155363
771,2312300,28.5211073,-82.209253
772,2312500,28.5927714,-82.222032
773,2312558,28.644436,-82.25703368
774,2312598,28.7241557,-82.2423118
775,2312600,28.74359973,-82.2200892
776,2312632,28.66804887,-82.01786
777,2312635,28.6963808,-82.05480599
778,2312640,28.6972136,-82.1039741
779,2312645,28.70443503,-82.1570313
780,2312667,28.77026704,-82.0636961
781,2312675,28.8425,-82.1302778
782,2312690,28.80943313,-81.9828609
783,2312700,28.8002651,-82.1528658
784,2312720,28.82331955,-82.1831448
785,2312722,28.85192929,-82.2209241
786,2312762,28.91220435,-82.2800934
787,2312764,28.9511111,-82.25
788,2312772,28.75415483,-82.2298118
789,2312786,28.7469325,-82.2634238
790,2312975,28.95553555,-82.3367621
791,2313000,28.98886759,-82.3495406
792,2313098,29.07130556,-82.4266111
793,2313100,29.04942056,-82.44759948
794,2313200,29.0460871,-82.4645443
795,2313230,29.00997485,-82.6167699
796,2313237,29.02525223,-82.61649239
797,2313250,29.02108538,-82.6378818
798,2313267,29.02163974,-82.7231618
799,2313269,29.01163979,-82.7409398
800,2313272,29.00110935,-82.7657876
801,2313274,28.99469575,-82.75899559
802,2313500,29.3544102,-82.7348357
803,2313700,29.20413378,-82.769001
804,2314000,29.3191318,-82.7840038
805,2314200,29.16108158,-82.6389958
806,2314986,30.54466248,-82.7337418
807,2315000,30.5074414,-82.7162406
808,2315005,30.4857755,-82.7120734
809,2315200,30.3655034,-82.6201252
810,2315392,30.31578279,-82.6445695
811,2315500,30.3257812,-82.7381826
812,2315520,30.3707788,-82.79985119
813,2315550,30.3929988,-82.9331875
814,2315620,30.43771795,-83.0573582
815,2315626,30.43944444,-83.0892778
816,2317620,30.59826888,-83.073195
817,2319000,30.59548716,-83.2595906
818,2319300,30.48243547,-83.2429207
819,2319302,30.48049106,-83.2443097
820,2319394,30.41049435,-83.18013979
821,2319500,30.38466196,-83.1718058
822,2319520,30.36132999,-83.1351374
823,2319800,30.2449425,-83.24958439
824,2319950,30.126055,-83.2259712
825,2320000,30.09994513,-83.1715247
826,2320250,30.0060603,-82.997352
827,2320500,29.955785,-82.9276278
828,2320700,29.84635394,-82.2195493
829,2321000,29.9982954,-82.2739992
830,2321500,29.9219073,-82.4262246
831,2321700,30.05801556,-82.4192829
832,2321800,30.00412606,-82.572064
833,2321898,29.92656389,-82.5596472
834,2321900,29.90746195,-82.5351166
835,2321958,29.8735723,-82.59122849
836,2321975,29.85273894,-82.6084508
837,2322000,29.8427386,-82.6309512
838,2322016,29.72829934,-82.4314979
839,2322049,29.82579759,-82.4681682
840,2322050,29.81857546,-82.4723348
841,2322400,29.8360705,-82.7001197
842,2322500,29.84884769,-82.7151204
843,2322616,30.15856477,-82.667068
844,2322685,29.98388889,-82.7619444
845,2322687,29.98305556,-82.75888889
846,2322688,29.9799552,-82.758457
847,2322691,29.97583333,-82.7583333
848,2322694,29.97333333,-82.7602778
849,2322695,29.96638889,-82.76
850,2322698,29.96027778,-82.7722222
851,2322700,29.95273288,-82.7859573
852,2322800,29.91162076,-82.8604033
853,2323000,29.79134359,-82.924293
854,2323500,29.58968017,-82.9365131
855,2323502,29.5891247,-82.9331797
856,2323566,29.4896808,-82.976791
857,2323592,29.33940554,-83.086515
858,2324000,29.78661294,-83.3215262
859,2324032,29.7868907,-83.3223596
860,2324170,29.6682821,-83.37735989
861,2324400,30.09827057,-83.4718112
862,2324500,30.06549165,-83.5579246
863,2325000,30.0713236,-83.6623725
864,2325495,30.08410118,-83.6640394
865,2325532,30.0579894,-83.748764
866,2325543,30.01132315,-83.7776534
867,2325548,29.9866015,-83.775153
868,2326000,30.17076448,-83.8237679
869,2326261,30.62687025,-83.4954313
870,2326280,30.4710436,-83.4259813
871,2326372,30.54381365,-83.844885
872,2326500,30.36992847,-83.80682559
873,2326512,30.23131776,-83.918772
874,2326526,30.3013159,-83.9796085
875,2326550,30.11234694,-83.9797728
876,2326598,30.51464675,-83.939888
877,2326825,30.50353335,-84.2379543
878,2326828,30.47853365,-84.23656509
879,2326834,30.4682557,-84.264066
880,2326835,30.47158907,-84.260177
881,2326836,30.46936696,-84.2501766
882,232683603,NA,NA
883,2326845,30.45547844,-84.2223976
884,2326885,30.2852222,-84.1511944
885,2326900,30.2714311,-84.1482508
886,2326993,30.3152004,-84.3987914
887,2326995,30.27825,-84.3862778
888,2327000,30.23492447,-84.30128689
889,232701150,NA,NA
890,2327012,30.42964438,-84.32934579
891,23270128,NA,NA
892,2327013,30.43325568,-84.3049005
893,232701370,NA,NA
894,2327014,30.4321447,-84.28989989
895,2327015,30.41353366,-84.3049002
896,2327016,30.4052005,-84.2926775
897,2327017,30.3874227,-84.3135114
898,2327022,30.2138141,-84.261563
899,2327031,30.07270485,-84.3273972
900,2327033,30.18825753,-84.40823469
901,2327100,30.12936856,-84.4943482
902,2328522,30.6690846,-84.3051807
903,2329000,30.55408644,-84.3840715
904,2329104,30.5507539,-84.3040684
905,2329161,30.49992196,-84.2774002
906,2329180,30.47797756,-84.2946228
907,2329181,30.46714439,-84.2893447
908,2329184,30.48381079,-84.3001787
909,2329186,30.48519965,-84.3015676
910,2329500,30.58741806,-84.4965763
911,2329534,30.60019458,-84.5804676
912,2329542,30.59241715,-84.5635226
913,2329558,30.5929732,-84.521577
914,2329600,30.5124192,-84.5235206
915,2329700,30.54575035,-84.6357461
916,2330000,30.38325266,-84.6549109
917,2330100,30.426585,-84.92769349
918,2330119,30.39686267,-84.8088029
919,23301191,NA,NA
920,2330150,30.17658934,-84.6679637
921,2330300,30.1279782,-84.8957456
922,2330400,30.03881356,-84.843799
923,2357500,30.70935834,-84.8624207
924,2358000,30.7010251,-84.8590871
925,2358500,30.7024138,-84.8263088
926,2358685,30.47436269,-84.9801944
927,2358700,30.42519625,-85.0313059
928,2358754,30.1322611,-85.1420111
929,23587547,NA,NA
930,2358784,30.83296839,-85.2085406
931,2358789,30.77297064,-85.2163178
932,2358795,30.79046943,-85.1407611
933,2358998,30.54547206,-85.1590887
934,2359000,30.53408319,-85.1651996
935,2359051,30.10047846,-85.18130469
936,2359101,30.12742226,-85.1774158
937,2359170,29.94937094,-85.0154686
938,2359224,29.7357669,-85.0782461
939,2359315,30.13520204,-85.6154821
940,2359350,30.5557492,-85.434649
941,2359450,30.48213846,-85.52492729
942,2359500,30.3846406,-85.5565932
943,2359550,30.31964139,-85.4554786
944,2365200,30.94990438,-85.84299
945,2365237,30.9215719,-85.9335473
946,2365470,30.8571301,-85.7621545
947,2365482,30.82713103,-85.8090998
948,2365490,30.8129649,-85.8015995
949,2365500,30.77574389,-85.827711
950,2365769,30.6246363,-85.9424358
951,2365800,30.5385274,-85.9204909
952,2366000,30.62685899,-85.7121531
953,2366500,30.4510296,-85.89826819
954,2366650,30.41908587,-85.8716009
955,2366859,30.47908513,-86.07355019
956,2366900,30.53019486,-86.0874394
957,2366996,30.66908,-86.1866092
958,2367000,30.61685928,-86.1638306
959,2367006,30.5563056,-86.1791086
960,2367240,30.5732502,-86.3668914
961,2367242,30.609638,-86.4252265
962,2367250,30.5354738,-86.3818917
963,2367305,30.5621399,-86.53606249
964,2367307,30.5543624,-86.5318957
965,2367310,30.5574179,-86.5193954
966,2367320,30.43158725,-86.7721793
967,2367355,30.54325177,-86.5207843
968,2367388,30.5246407,-86.67134339
969,2367390,30.5088079,-86.6702322
970,2367900,30.92518288,-86.5593967
971,2368000,30.7529664,-86.6291207
972,2368300,30.72796734,-86.6596768
973,2368326,30.93407135,-86.2254992
974,2368500,30.7960205,-86.3068906
975,2368800,30.8340746,-86.4285603
976,2368990,30.7015791,-86.491062
977,2369000,30.69741268,-86.570786
978,2369500,30.6738025,-86.7471786
979,2369600,30.569639,-86.9235732
980,2370000,30.8335197,-86.7346786
981,2370015,30.85046368,-86.7816244
982,2370200,30.8640745,-86.9055174
983,2370300,30.88351869,-87.1083019
984,2370500,30.70852375,-86.972186
985,2370700,30.6807469,-87.1319134
986,2370750,30.67574706,-87.1380247
987,2375500,30.96518304,-87.2341395
988,2376000,30.7987991,-87.3680333
989,2376033,30.6701917,-87.2669179
990,2376079,30.47103015,-87.21330419
991,2376100,30.44825279,-87.2905288
992,2376115,30.49825159,-87.3358086
993,2376140,30.4740855,-87.3330305
994,2376293,30.97851588,-87.5280384
995,2376300,30.88935179,-87.5399837
996,2376500,30.69046866,-87.440258
997,2376551,30.67435804,-87.3980341
998,2376700,30.6371368,-87.386089
999,2.45E+14,NA,NA
1000,2.46E+14,NA,NA
1001,2.46E+14,NA,NA
1002,2.50E+14,NA,NA
1003,2.51E+14,NA,NA
1004,2.51E+14,NA,NA
1005,2.51E+14,NA,NA
1006,2.51E+14,NA,NA
1007,2.51E+14,NA,NA
1008,2.51E+14,NA,NA
1009,2.51E+14,NA,NA
1010,2.51E+14,NA,NA
1011,2.51E+14,NA,NA
1012,2.51E+14,NA,NA
1013,2.51E+14,NA,NA
1014,2.51E+14,NA,NA
1015,2.51E+14,NA,NA
1016,2.51E+14,NA,NA
1017,2.51E+14,NA,NA
1018,2.51E+14,NA,NA
1019,2.51E+14,NA,NA
1020,2.51E+14,NA,NA
1021,2.51E+14,NA,NA
1022,2.51E+14,NA,NA
1023,2.51E+14,NA,NA
1024,2.51E+14,NA,NA
1025,2.51E+14,NA,NA
1026,2.51E+14,NA,NA
1027,2.51E+14,NA,NA
1028,2.51E+14,NA,NA
1029,2.51E+14,NA,NA
1030,2.51E+14,NA,NA
1031,2.51E+14,NA,NA
1032,2.52E+14,NA,NA
1033,2.52E+14,NA,NA
1034,2.52E+14,NA,NA
1035,2.52E+14,NA,NA
1036,2.52E+14,NA,NA
1037,2.53E+14,NA,NA
1038,2.53E+14,NA,NA
1039,2.53E+14,NA,NA
1040,2.53E+14,NA,NA
1041,2.53E+14,NA,NA
1042,2.53E+14,NA,NA
1043,2.53E+14,NA,NA
1044,2.53E+14,NA,NA
1045,2.53E+14,NA,NA
1046,2.53E+14,NA,NA
1047,2.53E+14,NA,NA
1048,2.53E+14,NA,NA
1049,2.54E+14,NA,NA
1050,2.54E+14,NA,NA
1051,2.54E+14,NA,NA
1052,2.54E+14,NA,NA
1053,2.54E+14,NA,NA
1054,2.54E+14,NA,NA
1055,2.54E+14,NA,NA
1056,2.54E+14,NA,NA
1057,2.54E+14,NA,NA
1058,2.54E+14,NA,NA
1059,2.54E+14,NA,NA
1060,2.54E+14,NA,NA
1061,2.54E+14,NA,NA
1062,2.54E+14,NA,NA
1063,2.54E+14,NA,NA
1064,2.54E+14,NA,NA
1065,2.54E+14,NA,NA
1066,2.54E+14,NA,NA
1067,2.54E+14,NA,NA
1068,2.54E+14,NA,NA
1069,2.54E+14,NA,NA
1070,2.54E+14,NA,NA
1071,2.54E+14,NA,NA
1072,2.54E+14,NA,NA
1073,2.54E+14,NA,NA
1074,2.54E+14,NA,NA
1075,2.54E+14,NA,NA
1076,2.54E+14,NA,NA
1077,2.54E+14,NA,NA
1078,2.54E+14,NA,NA
1079,2.54E+14,NA,NA
1080,2.55E+14,NA,NA
1081,2.55E+14,NA,NA
1082,2.55E+14,NA,NA
1083,2.55E+14,NA,NA
1084,2.55E+14,NA,NA
1085,2.55E+14,NA,NA
1086,2.55E+14,NA,NA
1087,2.55E+14,NA,NA
1088,2.55E+14,NA,NA
1089,2.55E+14,NA,NA
1090,2.55E+14,NA,NA
1091,2.55E+14,NA,NA
1092,2.55E+14,NA,NA
1093,2.55E+14,NA,NA
1094,2.55E+14,NA,NA
1095,2.55E+14,NA,NA
1096,2.55E+14,NA,NA
1097,2.55E+14,NA,NA
1098,2.55E+14,NA,NA
1099,2.55E+14,NA,NA
1100,2.56E+14,NA,NA
1101,2.56E+14,NA,NA
1102,2.56E+14,NA,NA
1103,2.56E+14,NA,NA
1104,2.56E+14,NA,NA
1105,2.56E+14,NA,NA
1106,2.56E+14,NA,NA
1107,2.56E+14,NA,NA
1108,2.56E+14,NA,NA
1109,2.56E+14,NA,NA
1110,2.56E+14,NA,NA
1111,2.56E+14,NA,NA
1112,2.56E+14,NA,NA
1113,2.56E+14,NA,NA
1114,2.60E+14,NA,NA
1115,2.61E+14,NA,NA
1116,2.61E+14,NA,NA
1117,2.61E+14,NA,NA
1118,2.61E+14,NA,NA
1119,2.61E+14,NA,NA
1120,2.61E+14,NA,NA
1121,2.61E+14,NA,NA
1122,2.61E+14,NA,NA
1123,2.61E+14,NA,NA
1124,2.61E+14,NA,NA
1125,2.61E+14,NA,NA
1126,2.61E+14,NA,NA
1127,2.61E+14,NA,NA
1128,2.61E+14,NA,NA
1129,2.61E+14,NA,NA
1130,2.61E+14,NA,NA
1131,2.61E+14,NA,NA
1132,2.61E+14,NA,NA
1133,2.61E+14,NA,NA
1134,2.61E+14,NA,NA
1135,2.61E+14,NA,NA
1136,2.61E+14,NA,NA
1137,2.61E+14,NA,NA
1138,2.61E+14,NA,NA
1139,2.61E+14,NA,NA
1140,2.61E+14,NA,NA
1141,2.61E+14,NA,NA
1142,2.61E+14,NA,NA
1143,2.61E+14,NA,NA
1144,2.61E+14,NA,NA
1145,2.61E+14,NA,NA
1146,2.61E+14,NA,NA
1147,2.61E+14,NA,NA
1148,2.61E+14,NA,NA
1149,2.61E+14,NA,NA
1150,2.61E+14,NA,NA
1151,2.61E+14,NA,NA
1152,2.61E+14,NA,NA
1153,2.61E+14,NA,NA
1154,2.61E+14,NA,NA
1155,2.61E+14,NA,NA
1156,2.61E+14,NA,NA
1157,2.61E+14,NA,NA
1158,2.61E+14,NA,NA
1159,2.62E+14,NA,NA
1160,2.62E+14,NA,NA
1161,2.62E+14,NA,NA
1162,2.62E+14,NA,NA
1163,2.62E+14,NA,NA
1164,2.62E+14,NA,NA
1165,2.62E+14,NA,NA
1166,2.62E+14,NA,NA
1167,2.63E+14,NA,NA
1168,2.63E+14,NA,NA
1169,2.63E+14,NA,NA
1170,2.63E+14,NA,NA
1171,2.63E+14,NA,NA
1172,2.63E+14,NA,NA
1173,2.63E+14,NA,NA
1174,2.64E+14,NA,NA
1175,2.64E+14,NA,NA
1176,2.64E+14,NA,NA
1177,2.65E+14,NA,NA
1178,2.66E+14,NA,NA
1179,2.66E+14,NA,NA
1180,2.66E+14,NA,NA
1181,2.66E+14,NA,NA
1182,2.66E+14,NA,NA
1183,2.66E+14,NA,NA
1184,2.66E+14,NA,NA
1185,2.66E+14,NA,NA
1186,2.66E+14,NA,NA
1187,2.66E+14,NA,NA
1188,2.70E+14,NA,NA
1189,2.71E+14,NA,NA
1190,2.71E+14,NA,NA
1191,2.71E+14,NA,NA
1192,2.71E+14,NA,NA
1193,2.71E+14,NA,NA
1194,2.72E+14,NA,NA
1195,2.72E+14,NA,NA
1196,2.72E+14,NA,NA
1197,2.72E+14,NA,NA
1198,2.72E+14,NA,NA
1199,2.73E+14,NA,NA
1200,2.73E+14,NA,NA
1201,2.73E+14,NA,NA
1202,2.74E+14,NA,NA
1203,2.74E+14,NA,NA
1204,2.75E+14,NA,NA
1205,2.75E+14,NA,NA
1206,2.76E+14,NA,NA
1207,2.76E+14,NA,NA
1208,2.80E+14,NA,NA
1209,2.80E+14,NA,NA
1210,2.80E+14,NA,NA
1211,2.80E+14,NA,NA
1212,2.80E+14,NA,NA
1213,2.80E+14,NA,NA
1214,2.81E+14,NA,NA
1215,2.81E+14,NA,NA
1216,2.81E+14,NA,NA
1217,2.81E+14,NA,NA
1218,2.81E+14,NA,NA
1219,2.81E+14,NA,NA
1220,2.81E+14,NA,NA
1221,2.81E+14,NA,NA
1222,2.81E+14,NA,NA
1223,2.81E+14,NA,NA
1224,2.81E+14,NA,NA
1225,2.81E+14,NA,NA
1226,2.82E+14,NA,NA
1227,2.82E+14,NA,NA
1228,2.82E+14,NA,NA
1229,2.82E+14,NA,NA
1230,2.82E+14,NA,NA
1231,2.83E+14,NA,NA
1232,2.83E+14,NA,NA
1233,2.83E+14,NA,NA
1234,2.84E+14,NA,NA
1235,2.84E+14,NA,NA
1236,2.84E+14,NA,NA
1237,2.84E+14,NA,NA
1238,2.84E+14,NA,NA
1239,2.84E+14,NA,NA
1240,2.85E+14,NA,NA
1241,2.85E+14,NA,NA
1242,2.85E+14,NA,NA
1243,2.85E+14,NA,NA
1244,2.85E+14,NA,NA
1245,2.85E+14,NA,NA
1246,2.86E+14,NA,NA
1247,2.91E+14,NA,NA
1248,2.92E+14,NA,NA
1249,2.92E+14,NA,NA
1250,2.92E+14,NA,NA
1251,2.92E+14,NA,NA
1252,2.92E+14,NA,NA
1253,2.94E+14,NA,NA
1254,2.94E+14,NA,NA
1255,2.94E+14,NA,NA
1256,2.94E+14,NA,NA
1257,2.94E+14,NA,NA
1258,2.94E+14,NA,NA
1259,2.94E+14,NA,NA
1260,2.94E+14,NA,NA
1261,2.94E+14,NA,NA
1262,2.95E+14,NA,NA
1263,2.95E+14,NA,NA
1264,2.95E+14,NA,NA
1265,2.95E+14,NA,NA
1266,2.96E+14,NA,NA
1267,2.96E+14,NA,NA
1268,2.96E+14,NA,NA
1269,2.96E+14,NA,NA
1270,2.96E+14,NA,NA
1271,3.00E+14,NA,NA
1272,3.00E+14,NA,NA
1273,3.00E+14,NA,NA
1274,3.00E+14,NA,NA
1275,3.00E+14,NA,NA
1276,3.01E+14,NA,NA
1277,3.01E+14,NA,NA
1278,3.01E+14,NA,NA
1279,3.01E+14,NA,NA
1280,3.01E+14,NA,NA
1281,3.01E+14,NA,NA
1282,3.01E+14,NA,NA
1283,3.01E+14,NA,NA
1284,3.01E+14,NA,NA
1285,3.01E+14,NA,NA
1286,3.01E+14,NA,NA
1287,3.01E+14,NA,NA
1288,3.01E+14,NA,NA
1289,3.01E+14,NA,NA
1290,3.01E+14,NA,NA
1291,3.01E+14,NA,NA
1292,3.01E+14,NA,NA
1293,3.01E+14,NA,NA
1294,3.01E+14,NA,NA
1295,3.01E+14,NA,NA
1296,3.01E+14,NA,NA
1297,3.01E+14,NA,NA
1298,3.02E+14,NA,NA
1299,3.02E+14,NA,NA
1300,3.02E+14,NA,NA
1301,3.02E+14,NA,NA
1302,3.02E+14,NA,NA
1303,3.02E+14,NA,NA
1304,3.02E+14,NA,NA
1305,3.02E+14,NA,NA
1306,3.02E+14,NA,NA
1307,3.02E+14,NA,NA
1308,3.02E+14,NA,NA
1309,3.02E+14,NA,NA
1310,3.02E+14,NA,NA
1311,3.02E+14,NA,NA
1312,3.02E+14,NA,NA
1313,3.02E+14,NA,NA
1314,3.02E+14,NA,NA
1315,3.02E+14,NA,NA
1316,3.02E+14,NA,NA
1317,3.02E+14,NA,NA
1318,3.02E+14,NA,NA
1319,3.02E+14,NA,NA
1320,3.02E+14,NA,NA
1321,3.02E+14,NA,NA
1322,3.02E+14,NA,NA
1323,3.02E+14,NA,NA
1324,3.02E+14,NA,NA
1325,3.02E+14,NA,NA
1326,3.02E+14,NA,NA
1327,3.02E+14,NA,NA
1328,3.02E+14,NA,NA
1329,3.02E+14,NA,NA
1330,3.02E+14,NA,NA
1331,3.02E+14,NA,NA
1332,3.02E+14,NA,NA
1333,3.02E+14,NA,NA
1334,3.02E+14,NA,NA
1335,3.02E+14,NA,NA
1336,3.02E+14,NA,NA
1337,3.02E+14,NA,NA
1338,3.02E+14,NA,NA
1339,3.02E+14,NA,NA
1340,3.02E+14,NA,NA
1341,3.02E+14,NA,NA
1342,3.02E+14,NA,NA
1343,3.02E+14,NA,NA
1344,3.02E+14,NA,NA
1345,3.02E+14,NA,NA
1346,3.02E+14,NA,NA
1347,3.03E+14,NA,NA
1348,3.03E+14,NA,NA
1349,3.03E+14,NA,NA
1350,3.03E+14,NA,NA
1351,3.03E+14,NA,NA
1352,3.03E+14,NA,NA
1353,3.03E+14,NA,NA
1354,3.03E+14,NA,NA
1355,3.03E+14,NA,NA
1356,3.03E+14,NA,NA
1357,3.03E+14,NA,NA
1358,3.03E+14,NA,NA
1359,3.03E+14,NA,NA
1360,3.03E+14,NA,NA
1361,3.03E+14,NA,NA
1362,3.03E+14,NA,NA
1363,3.03E+14,NA,NA
1364,3.03E+14,NA,NA
1365,3.03E+14,NA,NA
1366,3.03E+14,NA,NA
1367,3.03E+14,NA,NA
1368,3.03E+14,NA,NA
1369,3.03E+14,NA,NA
1370,3.03E+14,NA,NA
1371,3.03E+14,NA,NA
1372,3.03E+14,NA,NA
1373,3.03E+14,NA,NA
1374,3.03E+14,NA,NA
1375,3.03E+14,NA,NA
1376,3.03E+14,NA,NA
1377,3.03E+14,NA,NA
1378,3.03E+14,NA,NA
1379,3.03E+14,NA,NA
1380,3.03E+14,NA,NA
1381,3.03E+14,NA,NA
1382,3.03E+14,NA,NA
1383,3.03E+14,NA,NA
1384,3.03E+14,NA,NA
1385,3.03E+14,NA,NA
1386,3.03E+14,NA,NA
1387,3.03E+14,NA,NA
1388,3.03E+14,NA,NA
1389,3.03E+14,NA,NA
1390,3.03E+14,NA,NA
1391,3.03E+14,NA,NA
1392,3.03E+14,NA,NA
1393,3.03E+14,NA,NA
1394,3.03E+14,NA,NA
1395,3.03E+14,NA,NA
1396,3.03E+14,NA,NA
1397,3.03E+14,NA,NA
1398,3.03E+14,NA,NA
1399,3.03E+14,NA,NA
1400,3.03E+14,NA,NA
1401,3.03E+14,NA,NA
1402,3.03E+14,NA,NA
1403,3.03E+14,NA,NA
1404,3.03E+14,NA,NA
1405,3.03E+14,NA,NA
1406,3.03E+14,NA,NA
1407,3.03E+14,NA,NA
1408,3.03E+14,NA,NA
1409,3.03E+14,NA,NA
1410,3.03E+14,NA,NA
1411,3.04E+14,NA,NA
1412,3.04E+14,NA,NA
1413,3.04E+14,NA,NA
1414,3.04E+14,NA,NA
1415,3.04E+14,NA,NA
1416,3.04E+14,NA,NA
1417,3.04E+14,NA,NA
1418,3.04E+14,NA,NA
1419,3.04E+14,NA,NA
1420,3.04E+14,NA,NA
1421,3.04E+14,NA,NA
1422,3.04E+14,NA,NA
1423,3.04E+14,NA,NA
1424,3.04E+14,NA,NA
1425,3.04E+14,NA,NA
1426,3.04E+14,NA,NA
1427,3.04E+14,NA,NA
1428,3.04E+14,NA,NA
1429,3.04E+14,NA,NA
1430,3.04E+14,NA,NA
1431,3.04E+14,NA,NA
1432,3.04E+14,NA,NA
1433,3.05E+14,NA,NA
1434,3.05E+14,NA,NA
1435,3.05E+14,NA,NA
1436,3.05E+14,NA,NA
1437,3.05E+14,NA,NA
1438,3.05E+14,NA,NA
1439,3.05E+14,NA,NA
1440,3.05E+14,NA,NA
1441,3.05E+14,NA,NA
1442,3.06E+14,NA,NA
1443,3.06E+14,NA,NA
