"","Tampa_TN_mg","Myakka_TN_mg","Peace_TN_mg","Withlacoochee_TN_mg","Manatee_TN_mg","Hillsborough_TN_mg","Tampa_TP_mg","Myakka_TP_mg","Peace_TP_mg","Withlacoochee_TP_mg","Manatee_TP_mg","Hillsborough_TP_mg"
"263",144409648.5216,7031557867.48416,136820628323.712,95206862757.8878,1061326879.45056,23755952390.7945,62514999.36,3439348956.9216,27565332471.1008,4505324755.50719,522186387.972479,5003359812.71999
"264",65833844.985216,4514746502.43072,81559795072.8961,46029894440.1408,880842839.688002,11037925565.1072,28499499.9936,1881144376.0128,16431899889.6864,2178200361.89952,433385933.904001,2324752646.4
"265",47423822.447232,3141378870.75072,45338557551.091,31806180041.9328,771544142.930881,7387557011.2224,20529793.2672,540635856.3792,9134385859.55804,1505113876.98432,379609578.311041,1555930288.8
"266",39737673.36,2208586168.53504,25733106528.0768,25551764608.2048,521214869.71296,4539773425.45823,17202456,800212379.904,5184464109.33312,1209146003.78112,536201878.74624,956144360.879998
"267",57903971.5013761,1558077665.0112,20515997662.0416,28084448921.5182,489020333.1408,3701508193.47744,25066654.3296,564520893.12,4133370117.20544,2565739778.01524,503081620.6752,604053920.9664
"268",121908866.655744,1199433522.60864,18431576833.0752,41309840218.7519,639080695.379519,4384161665.01505,47995616.7936,434577363.264,3713420626.66368,3773985402.70079,657456817.610879,715457026.022401
"269",306315382.401792,1788339801.83039,18972009190.7712,54941616831.744,729992770.035842,4579048900.68192,120596607.2448,364967306.495999,3822301851.67008,5019357587.0976,750982977.480962,747260926.6752
"270",214639044.67584,1706795063.36639,20747091633.1776,121833298177.92,851575804.335359,6529017550.75777,84503560.8960002,348325523.135998,4179928755.50784,11130449463.168,876062009.571839,1065478838.7456
"271",105723114.033024,1518380512.992,19586422813.0176,394288548698.879,477589517.75232,7925126752.81441,40837254.3475199,356354610.192,3946088125.56384,36021422967.5519,491322123.69408,1698708125.088
"272",124562117.40192,1215353771.2512,16259484133.0944,40640680884.8514,449311610.87712,6099563843.44417,48114122.6016,360885660.64704,3843150795.09504,3712852327.75185,462231114.06528,1307408573.2032
"273",325325824.172928,1255289463.9936,34729450986.3839,40640680884.8514,1118951590.104,12417778522.6992,125662335.51744,294608751.7536,8208779324.05437,3712852327.75185,1151125916.976,2661683772.384
"274",99186884.1423361,1963375853.5104,37498571104.8961,40640680884.8514,752718794.48928,16664026906.5329,48621021.6384,460792292.1504,8863298624.79362,3712852327.75185,774362465.89632,3571844184.4176
"275",49659197.6697433,1961153115.21391,23706591049.6892,67921126574.3048,514158138.601294,6860702393.04222,24342743.9557565,784461246.085566,5603376066.29017,6205139958.64019,528942238.43328,1315915018.71777
"276",42751084.91904,1166224576.32,16270397626.032,194976764893.44,675637239.60576,3794152262.37409,20956414.176,431503093.2384,3845730347.9712,17812692101.376,281079058.33728,727736266.540801
"277",24706519.001856,500782608,9826051532.14079,131310612857.088,625297807.295999,2452020264.14112,12111038.7264,115179999.84,2322521271.23328,11996278211.6352,260136813.888,470309030.611201
"278",163886957.30304,1066552272,16200484551.1872,43176788363.52,3365759143.81441,3011363727.70752,80336743.776,245307022.56,3829205439.37152,3944546097.408,1400225380.2432,577593740.275199
"279",91484098.3687678,5026200851.52,13140560354.4864,48828001588.9921,1461816085.27104,6077361003.01919,44845146.2591999,1759170298.032,3105950629.24224,4460829774.79681,608145709.893121,1165666452.192
"280",44138168.642304,9214589596.49281,7073516110.32001,33161986387.1232,603481423.23072,2697746491.44,21636357.1776,1722813225.84,1671921989.712,3029613571.16928,251060747.13216,573988615.199999
"281",59804539.616448,5037884657.69472,6112311035.0294,18024926064.3072,824327929.555199,2415344627.94912,25022819.9232,1453235958.9504,1444728062.82513,1646721640.44288,342937459.065599,513903112.3296
"282",60893600.346432,3988066934.89151,15102570553.6997,32029101444.7872,1796735059.09056,4333549287.07008,25478493.8688,1150403923.5264,3569698494.51085,2926115440.63488,747478926.39168,922031763.206401
"283",31228633.7039808,3054227711.70816,15066548323.6638,20835504611.4816,968402856.51072,2637201262.48992,11759736.541248,763556927.92704,3561184149.22962,1903490544.75264,402875606.97216,561106651.5936
"284",54453036.4992,1976262183.56736,44691544892.448,32395389899.904,2503203228.43776,1700424496.94976,20505327.552,527847805.44,12191716461.0816,2959578830.3616,1041384288.83328,335350538.841601
"285",328811067.243648,3382177320.73152,120562541284.896,46418556791.8081,3761097271.69536,3970329953.98465,123820067.16288,1614503249.7984,32889091722.1632,4240707657.5232,1564694213.80608,783011707.862402
"286",2404558382.21568,69781690131.4079,253805723922.24,82466096910.336,34082912300.0025,21153132237.2026,905482235.9808,28356819000.768,69237423537.4079,7533939717.73439,14179196073.1277,4171731415.68961
"287",1019757972.79296,56902440180.5855,392775948211.104,53755885944.5759,9560862650.00447,23033849533.5744,576013917.686398,23123145826.1376,107148074761.037,4911031555.43039,3977516502.97344,4542638539.104
"288",634030691.42592,14347716811.4044,189440693440.128,55501453559.808,3601340585.85024,17325398053.8086,358134490.9728,10888108228.9728,51678840509.3376,5070503164.7232,1498232130.03072,4032769466.41919
"289",844326612.921601,11028107040.3504,94634540869.5361,50820623996.3135,2073167976.17089,18204113676.0154,476920890.144,6301775451.62879,25816012681.6512,4642871821.88543,862480734.272642,4237304884.3008
"290",995942383.004158,11188954973.5488,76108193030.4192,20930462168.6016,2793766548.69792,21370513098.5137,562561597.094399,3475279102.38336,20762081776.8806,1912165679.60064,1188365691.78432,4974336083.80801
"291",1297214270.352,11401123821.9984,81426426342.9121,54467654764.0321,2250439310.73601,14119088066.8963,505408157.279999,3541178551.16448,22212879523.4304,4976057348.81281,957254237.856003,3286448430.9696
"292",2298391704.76608,11879298707.472,95951560900.8959,97003686046.4641,4684849382.44224,15496091150.9443,895477287.571199,4488951585.312,26175291709.3632,8862065144.9856,1992762881.30304,3507078466.6848
"293",2981773719.42912,55447938528.6355,165210850671.264,121594645320.192,9531322101.39351,25917219062.7697,1333838171.7504,13938476270.2272,45069013669.7088,10050886867.5072,4054274394.51613,5865590232.14403
"294",1812550079.67264,72503144920.2816,222968165501.088,127714234275.072,3868228331.57088,24125860624.9305,810808837.948799,18670337747.712,60825032121.3695,10556725723.3152,1645402275.78048,5460169630.1184
"295",2115457117.8048,38071474982.2873,224087632527.744,113519256898.176,21563375719.7923,25676360569.846,946308378.816002,9803813300.15981,61130419294.9248,9383383662.68159,2392765601.66783,5811079089.57118
"296",802506728.80224,26874097797.7705,253229028787.296,61305230907.6481,14551651188.2161,24868228943.7532,358985693.9808,7579451248.91136,69080102872.2431,5067426601.03681,1614714266.59201,5628182577.37919
"297",1032314109.14016,43909734807.9937,322437190309.92,73740165121.1521,14338028260.7597,13567993117.2691,551163377.1744,11038008136.896,181577922277.248,6095285325.04321,1591009740.95616,2730217337.6832
"298",474220563.28416,16473613322.4595,251753822616.096,95564347633.152,4066340301.41184,7357847554.18655,253191354.1344,7010048222.3232,141773149654.502,7899249544.2432,451218738.86208,1480581747.5616
"299",300668363.900082,9027612610.76735,80157024238.8674,26746130873.4336,1895423586.80832,4283899635.01824,160530006.699899,3841537281.1776,45139786459.5918,2210807349.65376,210324413.85984,862027048.166399
"300",321981121.34496,8925872622.20641,188978131376.294,16002813295.5264,8539823947.99104,4487340008.26368,171909112.4064,2394544921.776,106421521717.647,1322775896.68224,947615867.41248,902964306.124799
"301",162640115.646624,11291706160.7011,201077951043.168,12054355741.9008,3761349345.01728,5922457785.24752,68060077.2547198,4700525228.784,113235438291.379,996400503.521281,417375620.84736,1185677234.28379
"302",86896577.984832,7215290750.34433,66382996057.3149,10185853004.8128,2317692044.87425,4329665507.6928,36363647.35296,2823089192.5824,37383052764.6027,841952011.380481,257181151.610881,866799901.439999
"303",75468023.126496,3899658314.54303,44770631845.9392,8867407845.54241,738798847.430402,3098030210.73792,31581135.21888,1454831582.3136,25212222888.4685,732970706.307841,213261522.969601,620226268.416
"304",62096737.57056,1805325604.74766,24652018960.6015,11675526732.0392,643697740.784678,2051832710.395,25985647.7568,584800650.855476,13882587112.5562,965086891.723468,185809657.133722,410777319.398399
"305",71815689.4150081,1132206834.26304,21487095926.784,66648848928.768,664221842.714881,1485232068.37825,26943837.29856,195281668.86912,12100286044.5696,5509124506.8288,191734140.16512,298450888.444801
"306",152013378.730752,916781446.209599,26089461138.2688,45101194240.4352,835854263.17344,1463822579.73888,57032436.4646398,158125357.8288,14692071166.6867,3728017789.81632,241277519.26656,294148745.3376
"307",59693898.51648,734993460.282241,22522815790.9056,21609732363.0336,422291547.58464,1435449078.17856,32334195.02976,145474671.6864,12683543394.0326,1786237993.01376,121898591.05536,288447214.2912
"308",60930640.4198401,701506675.21536,16748496183.5712,16715472055.3728,350399196.38016,1273530387.66336,33004096.89408,133197469.9776,9431781536.60928,1381683528.27648,101146159.77984,255910361.5872
"309",22690727.56224,542675506.98816,9286087081.24801,21460534315.3152,262183855.18176,962586132.72192,12290810.76288,107946303.3792,4909513865.56416,1773905437.62432,75681937.5782399,193427473.4784
"310",11172635.831808,384915427.384321,9047110562.49602,16920927995.7888,259625276.55936,724513775.057281,6051844.40889598,80045703.7056001,4783168019.12833,1398666302.54208,74943378.80064,144489926.6496
"311",48771952.5669726,859661366.417281,17028176006.88,22538604842.1504,741824644.757763,868747423.34016,26418140.9737768,124363307.9808,9002722619.2896,1863017625.68064,214134949.002241,173254471.8912
"312",27251136.87552,7182804867.88033,34354589082.048,33036080719.68,606494376.057597,980939088.9792,10219176.32832,1039103778.3552,18163121879.9002,2730728059.488,175070541.542399,195628878.144
"313",22251567.9744,6256299293.7984,20071155402.144,24360902037.2736,612360566.46432,841535890.34112,8344337.99040001,1137508962.5088,10611532595.2205,2013646815.79776,176763874.85568,167827670.4384
"314",24685906.6368,4118513388.10559,14391169476.192,19778440959.36,423373085.107199,861473511.359999,9257214.9888,748820616.019199,7608548731.76065,1634865350.976,98787053.1916797,190195450.56
"315",37974459.84768,2389583988.3168,11906915657.76,17688433792.0896,271593904.4352,884256444.0864,14240422.44288,434469816.0576,6295134539.05919,1462107533.10336,63371911.0348801,195225448.6944
"316",141893808.44544,1647788855.328,13448569182.336,17568158297.3568,385072007.9616,1055589592.7808,53210178.16704,399463964.928,7110200054.66112,1452165685.85088,89850135.1910401,233052247.7568
"317",100803639.76704,4631626336.69607,14366433618.72,20008586884.032,456481314.201601,1527496540.416,37801364.91264,1122818505.86571,7595470991.46239,1653888973.6512,106512306.64704,337239495.935999
"318",135870349.3632,4631626336.69607,23203348008.48,62615563643.5201,856544689.151999,2318364546.2208,50951381.0112,1029250297.04357,12267509207.9616,5175737341.63201,199860427.4688,511846717.996801
"319",58057575.41664,1618572076.632,23895600323.04,69639864164.352,534441315.686401,2499154458.3936,17552290.24224,382888018.128,12633499996.8768,5756358714.1632,124702973.66016,416525743.065599
"320",55358471.84256,1837171840.2624,18962789693.76,115881985431.59,634041242.265602,1571952783.74399,16736282.18496,414845254.252799,10025544464.1792,10534725948.3264,147942956.52864,261992130.623999
"321",265037067.27648,2824040806.9632,18123880707.648,260065727733.081,588100745.548799,1738610177.472,80127485.4556801,637686633.830401,9582016930.65217,23642338884.8256,137223507.29472,289768362.912001
"322",276076482.192,6884500111.1136,40898610283.6223,140579817065.741,1627876311.6672,11458493248.2048,102542693.3856,2887048433.6928,15080752479.2832,12779983369.6128,379837806.055681,1909748874.7008
"323",77459473.7279997,3588845180.544,21474205043.3856,92898399180.7871,360907628.82048,8211647929.1616,28770661.6703999,2553601378.464,7918292790.46081,8445309016.43519,84211780.058112,2037476553.85213
"324",66948390.8351999,2146561706.7648,12001515913.4976,42877855041.7535,425966450.918401,4700452086.4896,24866545.16736,949440754.915199,4425379972.8768,3897986821.97759,99392171.8809603,1166277585.3696
"325",43169117.3424,1440640193.2416,19525635195.0912,29830041716.0487,592411475.800118,6311999826.92159,16034243.58432,1025070906.7296,7199786724.6816,2711821974.18624,138229344.353361,1566135295.4016
"326",13166504.9712,842520737.318404,10846597453.8739,20545548372.265,404540866.763687,3595197091.85281,4890416.13216,636189128.179203,3999521018.19456,1867777124.75136,94392868.9115269,892041383.692802
"327",9532853.18233041,367093574.379548,6184929247.93979,13880999927.2941,452368614.179896,2339870319.85962,3540774.0391513,41953551.3576626,2280600402.87995,1261909084.29946,131332823.471583,580569327.483965
"328",141363208.24704,157207766.0832,5144275655.17055,12210573207.191,989207481.311999,1606748127.78239,48933418.23936,17966601.83808,1896874913.42208,1110052109.74464,287189268.768,352700808.537598
"329",61526278.64448,133206389.7696,5711804098.27201,11432312486.3693,714274006.752,2287681990.848,21297557.99232,57088452.7584,2106142561.296,1039301135.12448,207369872.928,502174095.552001
"330",35069461.98912,91597344.0479999,3718086544.37375,8404480630.90945,326238589.0368,1390142447.3664,12139429.15008,25647256.33344,1370988952.51968,764043693.719041,94714429.0752001,305153220.1536
"331",20609918.4844801,55219883.76,21372505244.8589,11724536187.6826,884890768.7232,1669169851.6032,7134202.55232002,21351688.3872,7880792506.75584,1065866926.15296,256903771.5648,366403138.1568
"332",5713215.97391999,295232372.640001,18119991066.6931,13415056147.5955,479000475.936,2773557842.4576,1958816.905344,114156517.4208,6681476419.58016,1219550558.87232,139064654.304,787942568.879999
"333",7887236.87807998,285541655.76,6551243888.46335,9232698405.30048,207543171.744,1375980366.1824,2704195.50105599,95180551.9200002,2415673462.45248,839336218.66368,60254469.2160001,390903513.12
"334",8139042.60623999,136631462.472,4363523610.9581,6844450499.88481,158465966.457601,1094276004.9408,2790528.893568,45543820.824,1608984243.18145,622222772.716801,46006248.3264002,310873865.04
"335",6686041.62009601,60344304.2640001,3160211253.08543,5224104327.59423,137431975.57632,924459475.7376,2283038.601984,22528540.25856,1165280760.38592,474918575.235839,39899605.8124801,262630532.88
"336",28224671.008032,33068854.584,3149447561.68319,5200545984.60671,211041463.19616,897738837.119999,9637692.539328,12345705.71136,1161311809.7376,472776907.691519,61270102.2182399,239397023.232
"337",235261145.047681,213964147.728,12345134080.1184,3905171281.18656,1110510026.38081,1895595968.16,80333073.9187202,76941507.5229887,5327899971.41951,355015571.01696,322406136.691201,505492258.176
"338",45650195.71488,921688478.64,14339867165.0784,18674744978.1575,395145766.1952,3039425495.28001,15587871.70752,258072774.0192,6188784776.50752,1697704088.92341,114719738.5728,810513465.408002
"339",93413158.8479998,527828691.6,10352318495.5872,25567318278.8813,771867829.439999,2352034467.35999,31897176.1919999,147792033.648,4467842719.14815,2324301661.71648,224090660.16,627209191.295998
"340",177754889.232,942454518.9696,17289835046.9856,54055536927.3216,937396742.054399,3705867754.56,56881564.5542399,314945515.624896,7461928809.75168,4914139720.6656,272147441.2416,988231401.216
"341",78759214.848,2531881175.24159,15780336098.3136,29615510422.4601,493932207.744,3028100162.8032,25202948.75136,556457401.151999,6810460842.43008,2692319129.31456,143399673.216,644873182.819201
"342",966096300.240003,4086636600.0096,16594261766.4384,18004421858.1005,2535755678.0352,5321146261.7088,309150816.076801,1886139969.2352,7161734025.51552,1636765623.46368,736187132.3328,1133207074.2528
"343",970753705.919996,9134420035.10399,25796772435.456,23121594699.7939,3360089978.8704,13762597850.3808,310641185.894399,4215886170.048,11133343893.1968,2101963154.52672,650339995.910401,2930923616.2848
"344",589026619.9584,7806389667.35041,30158766327.5712,12767953577.449,2425458372.336,7796235630.98879,196342206.6528,5823814513.73761,13015888625.5834,1160723052.49536,469443555.935999,1660309439.9328
"345",585180150.796801,14523597805.248,61546437374.4001,7601492003.97313,11603638397.2896,26979506272.5119,195060050.2656,9912931835.328,26562146656.32,691044727.633921,2245865496.2496,5620730473.43999
"346",236950451.712,19172038584.5856,115334987597.28,33639720252.5952,16578109297.3824,31017939551.9999,78983483.9040001,14302949420.2464,49776152541.984,2417326631.21664,3208666315.62241,6462070739.99998
"347",339592537.065601,22782129945.12,207344115117.216,29628741583.1808,13265611251.0048,27600384960,113197512.3552,16996192181.28,89485354945.3248,2129100525.82656,2567537661.4848,5750080199.99999
"348",1767001875.408,9405562088.36159,192939425784.864,16843696359.0336,3530288020.32,14789769495.552,568690258.752,9692207790.10214,83268594286.0992,1210376170.52352,683281552.320001,3081201978.24
"349",3458618765.856,8230563240.0768,198553973568.192,34044023332.1088,24280939415.0591,37477936567.7857,1113118683.264,8481399453.10772,85691714908.3776,2446379566.07616,4699536660.97919,6876685608.76801
"350",2660047882.5312,24344140983.552,486234442539.07,190947496063.104,24830284938.6239,71485358935.1039,856107364.4928,14044696721.28,114799750126.444,13721352732.1728,3737892356.35199,13116579621.12
"351",1062866063.13817,8298712489.76641,312031952217.504,185924643956.352,4084918902.92161,30555269940.9601,342071836.412284,4787718744.096,73670614444.7137,13360414113.4464,614934028.396801,5606471548.80001
"352",2049211212.4794,6098174318.2464,265279089267.072,136507569109.632,14137576986.2688,31093233809.9328,659516252.29222,4307421975.17674,62632282901.6448,9809337880.74241,2128237395.7824,5705180515.584
"353",618642289.388042,11568257660.0448,394727295427.775,514479218758.273,7992979737.984,41018981092.704,393681456.883299,8171194304.87394,93194950663.2383,36970114714.7905,1203244261.632,7526418549.12
"354",230632690.464001,5768895354.3936,252651314247.552,49922811704.231,3709445100.85441,27727907403.4561,146766257.568,5279648652.22291,59650870459.2768,3587418127.48997,558411090.451201,5545581480.69122
"355",120096079.488,4157353985.2416,165835975179.744,74097211652.3521,2818945057.2192,13339396025.28,76424777.856,2798219028.528,39153804928.3296,5324573500.64641,424357320.441599,2667879205.056
"356",96592682.4192,2958010985.7792,110135572030.656,70125182401.5361,1910598038.89919,8192780530.272,61468070.6304,1990968932.736,26002962857.0304,5039146273.07521,287616909.081599,1638556106.0544
"357",92162921.3913006,1907988648.04454,67343825908.4776,43781012830.9094,1666857189.09773,5391195274.18367,58793587.7841056,1430991486.03341,15899849353.4953,3146072781.31661,250924738.143744,1078239054.83673
"358",69002389.56672,1273724125.5456,47496648726.144,35844419634.5088,1461461026.5792,3299044451.52961,44018765.75808,814348211.414399,11213939056.0896,2575754777.75616,220004885.7216,363674191.507201
"359",62149746.62016,670386846.153601,36035530255.728,32821985323.5841,417828542.4,2775814040.1312,39647252.15424,274748707.44,8507973740.87519,2358564774.50881,233983983.744,305995248.5184
"360",47001799.05408,354384865.267199,27946199689.1136,30702487794.8544,371120688.72,2857052957.1552,29983906.29312,32533692.54912,6598086150.66624,2206259173.19808,207827585.6832,314950719.6864
"361",44310927.17376,204638122.9152,26440570910.7648,76365203839.4878,478693380.240002,3308171692.40639,23859730.01664,52471313.5679999,6242607820.84033,5487549823.64159,268068292.934401,364680344.044799
"362",14654351.76192,191647592.6976,22699101208.1184,111805117532.928,260680921.2,2603405929.0752,7890804.79488,49140408.384,5359248376.52256,8034237089.0496,145981315.872,409795377.724799
"363",14516196.9264,146513700.0288,20269360061.3664,68327152817.28,226320608.16,1991548974.0672,7816413.72959998,86405515.4016,4785587499.96576,4909941132.096,126739540.5696,313484560.7328
"364",14109683.77728,107840285.28,17570173150.944,79809793046.7842,240681473.28,1755283562.3808,7597522.03392,63598116.9599999,4148310590.4096,5735075580.74882,134781625.0368,276294634.8192
"365",41286429.58752,771015607.027201,37424278412.1792,69388794956.1598,865232566.560002,2008971621.50399,22231154.39328,252792002.304,8835856604.36927,4986229989.31199,484530237.273601,316227014.495999
"366",19400394.68928,2921669714.3616,37982639806.6464,85648046664.9601,425474078.4,2364278028.7104,9994142.71872002,957924496.512001,8967685497.91776,2701207625.5872,238265483.904,372154874.8896
"367",20826745.88544,2525279764.60801,24327138330.8928,44604464785.92,280552943.52,1420195010.57281,10728929.69856,620970433.920001,5743627265.67552,1406756197.0944,157109648.3712,258217274.649601
"368",28815489.99648,3002119866.9216,47201099828.3134,44640245894.3999,1231396399.44,1556245030.032,14844343.33152,1082731755.2832,11144160083.9462,1407884678.208,689581983.6864,282953641.824
"369",12781654.17408,5690201636.304,47534667173.3088,44823127115.52,421727765.76,2168421058.7424,6584488.51391999,1472758070.5728,11222915195.6899,1413652470.5664,236167548.8256,394258374.3168
"370",15152152.61088,4020619180.60801,32183137587.6864,29380265740.8001,317493624.96,1559424043.9008,8309244.98016001,662219629.747201,7598425430.45376,926608381.056002,177796429.9776,283531644.345599
"371",22449740.26752,2589365921.616,23614000705.6416,37362103384.32,240853497.84,1240980588.5184,12311147.88864,639725698.2816,5575255768.26144,1178343260.5824,134877958.7904,172358415.072
"372",28391621.48064,1532134832.256,18745428379.536,32245404871.6799,190271905.92,1143619274.88,15569598.87648,321387812.460288,4425787862.2224,1016970461.3376,106552267.3152,158836010.4
"373",31953116.0304,779931321.408001,15113960355.1968,27609763484.1601,377072738.496,1075855360.2048,17522676.5328,163602064.243584,3568399768.50912,870769463.731202,78015049.3439999,149424355.584
"374",92710687.0003201,1104810534.144,37557803620.8,33455336428.8,2156158383.552,1322084434.4064,48930640.36128,414303950.304,8867381850.72001,1055129841.216,446101734.527999,183622838.112
"375",37895863.7376,5300833601.664,138700999481.184,66906697178.88,1747911736.5696,1672364182.02911,20000594.7504,1987812600.624,32747248425.2256,2110134295.6416,361636911.0144,322050874.118399
"376",31042395.6096809,4700389902.7968,59892996429.1585,57493615196.16,1407334199.616,1506115289.2896,16383486.571776,2350194951.3984,14140711605.0586,1813260171.5712,291172593.024001,290035956.672
"377",114262841.34144,7838264671.488,126420611112.979,101866165390.08,6136589059.0272,2677972663.28735,60305388.48576,3919132335.744,29847853827.0893,3212702139.2256,1269639115.6608,515703126.355199
"378",52567953.14304,10338803991.3024,107559039141.216,186503064433.92,2123535900.8448,2406430952.37792,27744197.49216,4486650788.6784,25394644510.9344,5882019724.4544,439352255.3472,463411737.734401
"379",44398598.2026574,6822789566.18713,54968140137.9693,347892896603.27,1558924214.21468,1662892508.64747,22199299.1013287,2960833207.968,12977955078.2176,21388970680.0529,322536044.320279,320226892.999513
"380",41423819.86944,5094342965.376,29459935793.8368,384130842479.999,1251183811.1616,1314698846.6304,20711909.93472,1153436143.104,6955478616.88512,23616933278.4,258865616.102401,358554230.8992
"381",28166919.1776,3435210173.4336,20765688125.2416,33867234070.7095,877422099.455999,1067501083.0176,14083459.5888,615745219.766401,4902770349.90144,2082207724.34732,181535606.784,291136659.0048
"382",88559466.7737599,2501996049.2736,14028745584.672,41625814930.5601,1063829951.4816,1028901575.1168,44279733.38688,634067491.939199,3312181011.4848,2559216769.8048,220102748.582399,280609520.4864
"383",63698018.6303999,1814908039.4304,21092990718.0384,55318969906.56,1727232600.49919,1648770032.448,29119094.23104,223755785.6832,4980046356.25056,3401092223.8848,357358469.068798,449664554.304
"384",24199889.1313021,3297695014.4256,62371688629.8529,74249928685.4399,1432610341.63199,2218592849.93279,11062806.4600238,542086851.686401,14725929805.1396,4564995615.47519,296402139.647999,496699891.775999
"385",16153743.312,4615723746.83519,33591539868.6816,45465403109.7599,1640843650.4256,1117031413.7376,7384568.37120001,758749109.068798,7930948624.59744,2795280339.34079,608402701.843202,250081659.792
"386",19737715.7376,3965769595.64161,17575332358.6368,19091285668.8,1682963672.80321,971774130.1248,9022955.76575999,869209774.387201,4149528677.20512,1173760526.304,624020238.230403,217561372.416
"387",146751476.1984,2623146193.3248,14903722641.7152,16633398755.52,717061059.475199,898795450.1952,70318415.6783999,574936151.961599,3518762731.59168,1022645997.5616,265876572.6144,201222861.984
"388",92650440.1766398,21056874480.2304,161957049443.568,47084085409.536,6274953382.23361,1516287165.2352,44395002.5846399,2900691892.6848,38237992171.5312,2894799325.17888,2326668108.0192,284303843.481601
"389",169367583.32928,55056809574.1439,276736393889.28,90029397525.1201,11293314755.9904,4237415344.85881,81155300.34528,13915889521.9545,67132250684.928,5535140736.72961,4187408842.1088,794515377.161027
"390",196821785.64096,32618594697.2928,252591666324.192,191069743086.72,4736926135.38241,5324114768.4864,94310438.9529598,7655384469.77279,61275088636.8192,11747250871.2576,1756388342.3328,998271519.0912
"391",391791516.64128,15585659599.104,170846003442.376,52818420902.4,3899901264.192,4066136624.3328,187733435.05728,2862672171.264,41444771937.7324,3247354766.592,1446030805.824,762400617.062399
"392",853723996.0704,11804647948.8192,224875800639.936,114072436912.896,8402592897.10079,9727274774.9376,508950843.8112,2973689941.3056,54551620079.1936,9111446218.82881,3115568152.8576,1823864020.3008
"393",958416869.030403,15864325624.3392,255328332416.64,112566663888.768,8340444883.46879,18041489353.4976,571363902.691202,3996356836.6656,61938964289.664,8991173782.31041,3092524507.3536,6687793467.2448
"394",728622639.0144,22032298079.5392,234144807593.76,351997541554.177,10902598813.3536,23904578730.816,434371188.6432,6727419260.92799,56800147241.376,28115526904.0129,4042536638.6592,8861180046.768
"395",314953268.1984,14463703440.7776,168401817061.344,173880315080.064,5410188722.4768,14994694326.0672,187760602.1952,1987379098.7328,40851847636.9343,13888553468.6592,2006025031.9296,5558378069.1456
"396",804172767.551999,13290864711.264,119811415794.624,51017988920.832,4115445999.0624,10847160267.264,402086383.776,2256939290.592,29064518356.2624,4075021756.5696,1525951887.2928,4020930099.072
"397",736649942.111999,9667662530.7456,119805383466.72,110717269894.656,3793410416.016,5092538618.88,368324971.056,3465765812.9088,29063055000.672,8843454890.9568,1406545435.152,1162427293.44
"398",1327318568.352,9159308803.296,116832786327.36,112193867553.408,1965008515.248,5351479670.93761,663659284.176,483888012.2496,28341945884.736,8961396968.1024,466273207.008,1221533403.1488
"399",599856012,7245080663.90399,96317509384.5121,39370534721.2799,1351891575.9072,2505003803.136,299928006,2733992703.36,23365236116.8512,3144690509.18399,320787831.5712,571794346.367999
"400",436142149.632,3089019793.6512,88030431361.7278,34462589923.584,1487758867.056,5089443705.9072,218071074.816,1992915995.904,21354910725.7728,2752672276.9152,353027527.775999,1161720845.9136
"401",182145720.5568,2152286684.1216,96842992170.8158,32473802517.1199,1545497954.928,17643301683.3792,100366009.2864,937286136.633601,23492710648.2815,2593819446.33599,366728328.288,4027275384.2496
"402",86187668.5958399,1404278024.0256,65251020678.9122,16204808356.6464,883092283.8048,9183688888.4928,47491164.3283199,1177781568.5376,15828954826.2912,1294346327.85792,209547321.5808,1669761616.0896
"403",102612751.98048,784397843.5392,36386197606.5408,10023661889.4453,298920069.504,3170191124.13695,56541720.4790401,404850499.8912,8826765807.21408,800632113.182107,70930185.9839999,576398386.206719
"404",169220941.9488,1362057335.424,31605845846.0832,9836636521.8816,420683385.5424,2968523342.928,93244192.5024001,655329472.704001,7667121539.84832,785693608.98048,99823176.2304001,539731516.896
"405",138725268.96096,1213965341.9136,47925370628.2367,7290245903.2704,869376744.398399,2374602815.376,62562376.19808,584077664.5056,11626002456.5837,346415940.08448,206292786.8064,431745966.432001
"406",67860783.6163199,1735502012.2368,47819134631.2608,35372444473.8521,704993499.885019,1861120972.07999,30603882.80736,204658256.16,11600231138.6861,1680818283.50928,167286593.193055,437910816.959999
"407",22550508.432,2184802639.0272,29432666205.7344,5925232293.9264,370922991.254905,1471046999.61599,10169837.136,206113456.512,7139939558.65344,281553591.27168,88015625.0435369,346128705.791999
"408",100090464.16896,2550305133.0432,90736533659.4624,4655755263.62881,1578712966.67521,1873043930.6208,45138836.78208,240594823.872,22011372043.6262,221230923.874561,374609856.499201,440716218.9696
"409",91768065.8086656,12576737172.5937,199247951531.197,3983461386.33369,1425377195.64979,6690037890.79296,35963160.9250176,1798601749.73367,48334674173.7277,189285044.598835,338225097.272831,1574126562.53952
"410",76490172.6739201,15202336889.7792,117835493276.736,3705803532.05761,1074118289.06031,5032196226,29975878.48032,2174089301.12505,28585188102.8737,176091373.50912,254875526.217701,1476110892.96
"411",68094150.8601601,11952735355.008,56371568055.9549,4169927324.0448,36443058.98688,3027020613.12,26685545.60736,1951466996.736,13674927916.2355,198145482.77376,56689202.86848,887926046.515201
"412",75394465.42464,7882341696.23041,35137371678.6816,5707184665.4208,25838318.27808,2061695237.76,29546479.69344,924968668.435201,8523818680.98816,271192462.82496,40192939.54368,604763936.409601
