"","Tampa_TN_mg","Myakka_TN_mg","Peace_TN_mg","Withlacoochee_TN_mg","Manatee_TN_mg","Hillsborough_TN_mg","Tampa_TP_mg","Myakka_TP_mg","Peace_TP_mg","Withlacoochee_TP_mg","Manatee_TP_mg","Hillsborough_TP_mg"
"124",317379267.747923,8098328473.55646,202350196.2672,5624701360.95744,2406438359.72506,625967556.2496,43639649.3153394,1754403915.41518,178332929.98128,358324049.29536,360820261.917663,135344336.4864
"125",317379267.747923,8098328473.55646,205250717.239679,4539459117.47326,137358475.640736,563794184.9232,43639649.3153394,1754403915.41518,180889183.511231,289188219.640319,20595466.722432,121901445.3888
"126",317379267.747923,8098328473.55646,185776050.415679,4011140448.95617,113383602.152928,553379308.358399,43639649.3153394,1094748043.21907,163725995.833632,255531448.82304,17000685.207936,119649580.1856
"127",361018917.063263,8098328473.55646,143465348.37024,3557124769.14432,88532661.5245441,500055517.5264,59508612.7027356,1094748043.21907,126437218.236576,226608182.25408,13274546.588928,108120111.8976
"128",361018917.063263,5094788970.36567,262187937.897984,3298459669.96607,93283235.70624,7989227369.99354,59508612.7027356,1122818505.86571,199339946.90185,210129809.48352,13986845.49888,1431595655.8948
"129",361018917.063263,5094788970.36567,300361507.891199,3793464087.67871,164438223.810001,740434992.134399,59508612.7027356,1309954923.51,228363087.617279,241664281.447679,24655791.7200001,132679102.6368
"130",179300128.51296,5094788970.36567,924202585.727999,4611843484.40449,972004897.8864,853083045.302401,29554966.2384,1309954923.51,702665789.443199,293799497.25312,166629411.06624,152864591.9328
"131",154278506.3904,33995011.8784321,1810071473.3568,4025094061.85855,2668105130.6448,1302573026.5344,20815354.0368,6524295.20899201,1376186693.71392,256420369.80864,457389450.96768,233409039.4368
"132",221426343.774719,10782987.9705504,1380134440.7424,3147708324.57177,2257466450.2992,1112358207.2832,29874982.8902399,3366589.449024,1049308096.85856,200526129.385343,386994248.622721,208567163.8656
"133",687429958.989312,19245800.4222529,1347779551.7952,5552439088.13915,1113131170.9728,1179149609.7792,92748486.530304,3534582.26304002,1024708865.11488,353720549.741185,190822486.45248,221090551.8336
"134",320489553.726719,124004500.427808,5333853346.42177,3684974747.36258,851886518.918401,1215456731.136,43240654.0742399,42131923.92864,4055297323.67655,234752920.784641,146037688.95744,227898137.088
"135",317072203.015681,578461941.858241,6912335214.02881,3930383914.28351,1365328478.0016,1692440314.6752,43734096.9676801,196538951.7792,5255407802.43073,250386818.618879,234056310.51456,317332559.0016
"136",186242300.68608,4736793459.84768,14996551681.6128,6483895075.4227,3030286148.9712,2292270331.8528,25688593.19808,383029120.7424,11401790028.5203,413059358.983679,519477625.537919,579972011.6736
"137",862835843.93472,8109573754.22209,8947799127.4752,6763839434.27712,2176409624.45759,2592223364.24064,119011840.54272,819700851.168001,6802959042.50688,430893336.25728,373098792.764159,655863742.75968
"138",242083358.76096,8231126970.93121,4599350576.64,3808464221.5488,1097395765.9056,2987304092.4096,33390808.10496,831987227.520001,3496859188.416,242619871.5072,188124988.44096,755823926.995199
"139",466375861.071361,6089082450.71617,2744006520.59135,2978241695.87213,786257365.32,2590082716.10112,64327704.9753601,635989069.987201,2086252016.39078,189730184.015232,134786976.912,655322132.98944
"140",324656982.489601,4065943752.94464,5048052545.65844,3894226614.85018,840131125.0416,2333983356.864,46962959.7312002,424677413.5488,1923552280.50291,248083402.114944,144022478.57856,590525909.568
"141",634292703.94464,4938827462.23104,7489946284.18559,104272558497.055,5437028886.3072,2721532509.5855,91753032.64608,1397781357.2352,2854031951.0304,6642728741.19168,3015944907.3936,262875299.221327
"142",878693118.84576,5386602243.9168,35165571473.664,74207057616.5761,8002913328.0576,3520850551.54375,127106551.78272,3614014285.056,13399784291.376,4727392916.54401,4439252797.9488,340082155.54684
"143",494044291.301761,11594595919.9219,33586631689.4208,55399331625.7537,2719131718.24513,5454896249.08799,71465526.4147202,5556515616.57598,12798131833.2672,3529238543.0784,1508314859.02656,526893387.695999
"144",126565166.281536,5853502792.63872,17092772121.1392,70289580794.2272,1043598656.92992,4373452919.53152,18308168.707392,5423373194.4576,6513173247.77279,4477828349.8368,578888970.52896,422435793.36384
"145",33829065.519552,3486231179.79263,14807411315.0208,29651601837.7615,630831850.133759,2309503369.9968,4876261.696512,3230054447.73119,5642340198.66721,1888968205.91233,349925326.05888,268546903.488
"146",42200759.2377601,2129115001.37472,5032406546.20031,17865857119.9104,446577176.43168,1614618442.5408,6082992.32256001,1462491135.1296,1917590397.64488,1138152206.9376,247718411.87184,187746330.528
