eventName,eventYear,region,originalGridCode,monitoringProgramme,programmeName,occurredBefore,occurredBeforeText,waterDiscoloration,highPhyto,seafoodToxin,massMortal,foamMucil,otherEffect,otherEffectText,days,months,locationText,latitude,longitude,additionalLocationInfo,eventDate,initialDate,finalDate,quarantineStartDate,quarantineEndDate,additionalDateInfo,causativeKnown,pigmentAnalysisInfo,additionalAlgaeInfo,toxicityDetected,toxicityRange,humansAffected,fishAffected,naturalFishAffected,aquacultureFishAffected,planktonicAffected,benthicAffected,shellfishAffected,birdsAffected,otherTerrestrialAffected,aquaticMammalsAffected,seaweedAffected,effectsComments,unexplainedToxicity,toxicityComments,transvectors,eventBiblio,syndromeText,active,created_at,updated_at,checked_at,countryName,syndromeName,speciesContaining,additionalHarmfulEffectInfo,toxinAssayComments,assaytype,concentration,toxinType,toxin,causativeSpeciesName0,cellsPerLitre0,comments0,additionalSpeciesName0,additionalCellsPerLitre0,additionalComments0,causativeSpeciesName1,cellsPerLitre1,comments1,causativeSpeciesName2,cellsPerLitre2,comments2,causativeSpeciesName3,cellsPerLitre3,comments3,additionalSpeciesName1,additionalCellsPerLitre1,additionalComments1,additionalSpeciesName2,additionalCellsPerLitre2,additionalComments2
ZAF-94-002,1994,,,0,,NULL,,0,1,0,0,0,0,,0,0,"Paarl, Western Cape",-33.716667,18.95,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:11,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
ZAF-89-004,1989,,,0,,NULL,,0,1,0,0,0,0,,0,0,Bloemhof Dam,-27.7,25.666667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/21/2019 11:29,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-89-003,1989,,,0,,NULL,,0,1,0,0,0,0,,0,0,Klipdrif Dam,-26.6,27.3,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:15,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-89-002,1989,,,0,,NULL,,0,1,0,0,0,0,,0,0,Zeekoevlei,-34.066667,18.516667,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"W. Harding, Zeekoevlei-water chemistry and phytoplankton periodicity. Water SA 18, 237–237 (1992).",,,2/12/2019 1:10,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
ZAF-87-001,1987,,,0,,NULL,,0,1,0,0,0,0,,0,0,Eastern Transvaa,-24.966667,30.433333,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:17,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-84-001,1984,,,0,,NULL,,0,1,0,0,0,0,,0,0,Willem Pretorius Game Reserve,-28.3,27.233333,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:12,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-80-002,1980,,,0,,NULL,,0,1,0,0,0,0,,0,0,Vaal Dam,-26.883333,58.15,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:13,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-79-001,1979,,,0,,NULL,,0,1,0,0,0,0,,0,0,Klipvoor Dam,25.116667,27.8,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:16,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-73-001,1973,,,0,,NULL,,0,1,0,0,0,0,,0,0,Hartbeespoort Dam,-25.75,27.866667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"P. J. Oberholster, A.-M. Botha, T. E. Cloete, An overview of toxic freshwater cyanobacteria in South Africa with special reference to risk, impact and detection by molecular marker tools. Biokemistri 17, 57-71 (2005).",,,2/12/2019 1:20,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,Melosira spp.,,,Cyclotella spp.,,
ZAF-14-002,2014,,,0,,NULL,,0,1,0,0,0,0,,0,0,Swartspruit River,-24.75,27.866667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"K. Eguzozie, V. Mavumengwana, D. Nkosi, E. Kayitesi, E. C. Nnabuo-Eguzozie, Bioaccumulation and quantitative variations of microcystins in the swartspruit river, South Africa. Archives of Environmental Contamination and Toxicology 71, 286–296 (2016).",,,2/12/2019 1:27,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
ZAF-14-001,2014,,,0,,NULL,,0,1,0,0,0,0,,0,0,Loskop Dam,-25.416667,29.35,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Ndlela, P. Oberholster, J. Van Wyk, P. Cheng, An overview of cyanobacterial bloom occurrences and research in Africa over the last decade. Harmful Algae 60, 11–26 (2016).",,,2/12/2019 1:23,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-10-001,2010,,,0,,NULL,,0,1,0,0,0,0,,0,0,Krugersdrift Dam,-28.866667,25.95,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Ndlela, P. Oberholster, J. Van Wyk, P. Cheng, An overview of cyanobacterial bloom occurrences and research in Africa over the last decade. Harmful Algae 60, 11–26 (2016).",,,2/12/2019 1:22,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-09-002,2009,,,0,,NULL,,0,1,0,0,0,0,,0,0,Makhohlolo,-26,30,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Ndlela, P. Oberholster, J. Van Wyk, P. Cheng, An overview of cyanobacterial bloom occurrences and research in Africa over the last decade. Harmful Algae 60, 11–26 (2016).",,,2/12/2019 1:25,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-09-001,2009,,,0,,NULL,,0,1,0,0,0,0,,0,0,Nhlanganzwane Dam,-24,31.483333,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Ndlela, P. Oberholster, J. Van Wyk, P. Cheng, An overview of cyanobacterial bloom occurrences and research in Africa over the last decade. Harmful Algae 60, 11–26 (2016).",,,2/12/2019 1:24,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
ZAF-00-002,2000,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lower Orange River,-28.616667,16.45,,,,,,,,1,,,1,"cylindrospermopsins, saxitoxin, anatoxin-a",0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"S. Janse van Vuuren, G. P. Kriel, Cylindrospermopsis raciborskii, a toxic invasive cyanobacterium in South African fresh waters. African Journal of Aquatic Science 33, 17–26 (2008).",,,2/12/2019 1:26,,,SOUTH AFRICA,Cyanobacterial toxins effects,,,,,,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,,,,
VT-12-001,2012,,,0,,NULL,,0,1,0,0,0,0,,0,0,Mekong River Basin,33.7,94.7,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"M. Fukushima et al., The dynamics of pico-sized and bloom-forming cyanobacteria in large water bodies in the Mekong River Basin. PLoS ONE 12, e0189609 (2017).",,,2/18/2019 1:54,,,VIETNAM,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
VT-08-002,2008,,,0,,NULL,,0,1,0,0,0,0,,0,0,Nui Coc reservoir,21.566667,105.683333,,,,,,,,0,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"T. T. Duong et al., The occurrence of cyanobacteria and microcystins in the Hoan Kiem Lake and the Nui Coc reservoir (North Vietnam). Environmental Earth Sciences 71, 2419–2427 (2014).",,,2/18/2019 1:53,,,VIETNAM,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
VT-08-001,2008,,,0,,NULL,,0,1,0,0,0,0,,0,0,Hoan Kiem Lake,21.016667,105.85,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"T. T. Duong et al., The occurrence of cyanobacteria and microcystins in the Hoan Kiem Lake and the Nui Coc reservoir (North Vietnam). Environmental Earth Sciences 71, 2419–2427 (2014).",,,2/18/2019 1:52,,,VIETNAM,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis spp.,,,,,,,,,,,,,,,,,
VT-07-001,2007,,,0,,NULL,,0,1,0,0,0,0,,0,0,Tri An Reservoir,11.3,107.166667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"T. S. Dao, G. Cronberg, J. Nimptsch, L.-C. Do-Hong, C. Wiegand, Toxic cyanobacteria from Tri An Reservoir, Vietnam. Nova Hedwigia 90, 433–448 (2010).",,,2/18/2019 1:50,,,VIETNAM,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
VE-78-001,1978,,,0,,NULL,,0,1,0,0,0,0,,0,0,,7,-64.283333,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"CYANONET: a global network for cyanobacterial bloom and toxin risk management; initial situation assessment and recommendations (142557, 2005).",,,2/18/2019 1:45,,,VENEZUELA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
VE-75-001,1975,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Valencia,10.166667,-67.75,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"A. G. Infante, Primary production of phytoplankton in Lake Valencia (Venezuela). Int. Rev. Hydrobiol. 82, 469-477 (1997).",,,2/18/2019 1:46,,,VENEZUELA,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
UY-99-001,1999,,,0,,NULL,,0,1,0,0,0,0,,0,0,La Plata River,-34.45,-57.3,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. De Leon, J. S. Yunes, First report of a microcystin-containing bloom of the cyanobacterium Microcystis aeruginosa in the La Plata River, South America. Environ. Toxicol. 16, 110–112 (2001).",,,2/18/2019 1:42,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
UY-80-002,1980,,,0,,NULL,,0,1,0,0,0,0,,0,0,Salto Grande\'s reservoir,-29.266667,-57.1,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. E. Berón, Features of the limnological behavior of Salto Grande's reservoir (Argentina-Uruguay). Ecol. Modell. 52, 87–102 (1990).",,,2/18/2019 1:44,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
UY-15-002,2015,Montevideo,,0,,0,,0,0,0,0,0,1,intoxicated persons,0,0,Carrasco Beach,-34.883056,-56.049167,,1/30/2015,,,,,,1,,,1,,1,0,0,0,0,0,0,0,0,0,0,child hospitalization,0,,,"Sedan D.Y. et al . Recreational exposure during algal bloom in Carrasco beach , Uruguay. A liver failure case report. Abstract od CHA 2016.",,,9/26/2017 5:23,9/27/2017 4:23,,URUGUAY,Cyanobacterial toxins effects,,liver necrosis and fulminant hepatitis. 20 months child,liver necrosis and fulminant hepatitis. 20 months child,,LC-UV,2.4 ng/gr,Microcystins,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
UY-05-003,2005,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lago Javier,-33,-56.5,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Vidal, C. Kruk, Cylindrospermopsis raciborskii (Cyanobacteria) extends its distribution to Latitude 34 53’S: taxonomical and ecological features in Uruguayan eutrophic lakes. Pan-American Journal of Aquatic Sciences 3, 142–151 (2008).",,,2/18/2019 1:39,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,,,,
UY-05-002,2005,,,0,,NULL,,0,1,0,0,0,0,,0,0,Chica,34.866667,-56,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Vidal, C. Kruk, Cylindrospermopsis raciborskii (Cyanobacteria) extends its distribution to Latitude 34 53’S: taxonomical and ecological features in Uruguayan eutrophic lakes. Pan-American Journal of Aquatic Sciences 3, 142–151 (2008).",,,2/18/2019 1:36,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,,,,
UY-04-003,2004,,,0,,NULL,,0,1,0,0,0,0,,0,0,Laguna Blanca,-23.8,-56.3,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Vidal, C. Kruk, Cylindrospermopsis raciborskii (Cyanobacteria) extends its distribution to Latitude 34 53’S: taxonomical and ecological features in Uruguayan eutrophic lakes. Pan-American Journal of Aquatic Sciences 3, 142–151 (2008).",,,2/18/2019 1:40,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
UY-04-002,2004,,,0,,NULL,,0,1,0,0,0,0,,0,0,Sauce,-34.65,-56.066667,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. Vidal, C. Kruk, Cylindrospermopsis raciborskii (Cyanobacteria) extends its distribution to Latitude 34 53’S: taxonomical and ecological features in Uruguayan eutrophic lakes. Pan-American Journal of Aquatic Sciences 3, 142–151 (2008).",,,2/18/2019 1:37,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
UY-03-002,2003,,,0,,NULL,,0,1,0,0,0,0,,0,0,Laguna de Rocha ,-34.616667,-54.283333,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"C. Piccini, D. Conde, C. Alonso, R. Sommaruga, J. Pernthaler, Blooms of single bacterial species in a coastal lagoon of the southwestern Atlantic Ocean. Appl. Environ. Microbiol. 72, 6560–6568 (2006).",,,2/18/2019 1:41,,,URUGUAY,Cyanobacterial toxins effects,,,,,,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,,,,
US-97-009,1997,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Erie,41.016667,-81.016667,,,,,,,,1,,,1,"microcystins, anatoxins, saxitoxins, cylindrospermopsins",0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"H. Zhang, L. Boegman, D. Scavia, D. A. Culver, Spatial distributions of external and internal phosphorus loads in Lake Erie and their impacts on phytoplankton and water quality. J. Great Lakes Res. 42, 1212–1227 (2016).     J. D. Conroy, E. L. Quinlan, D. D. Kane, D. A. Culver, Cylindrospermopsis in Lake Erie: testing its association with other cyanobacterial genera and major limnological parameters. J. Great Lakes Res. 33, 519-535 (2007).",,,2/13/2019 11:44,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
US-93-026,1993,,,0,,NULL,,0,1,0,0,0,0,,0,0,Hudson,40.866667,-74.016667,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"S. H. Fernald, N. F. Caraco, J. J. Cole, Changes in cyanobacterial dominance following the invasion of the zebra mussel Dreissena polymorpha: Long-term results from the Hudson River estuary. Estuaries and Coasts 30, 163–170 (2007).",,,2/13/2019 11:37,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Anabaena spp.,,,,,,,,,,,,,,,,,
US-82-001,1982,,,0,,NULL,,0,1,0,0,0,0,,0,0,Newnans Lake,29.65,-82.2,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"A. D. Chapman, C. L. Schelske, Recent appearance of Cylindrospermopsis (cyanobacteria) in five hypereutrophic Florida lakes. J. Phycol. 33, 191–195 (1997).",,,2/13/2019 11:34,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
US-69-002,1969,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Griffin,28.85,-81.883333,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"A. D. Chapman, C. L. Schelske, Recent appearance of Cylindrospermopsis (cyanobacteria) in five hypereutrophic Florida lakes. J. Phycol. 33, 191–195 (1997).",,,2/21/2019 11:37,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
US-69-001,1969,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Eustis,28.85,-81.716667,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"A. D. Chapman, C. L. Schelske, Recent appearance of Cylindrospermopsis (cyanobacteria) in five hypereutrophic Florida lakes. J. Phycol. 33, 191–195 (1997).",,,2/21/2019 11:36,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,,,,,,
US-15-024,2015,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Canyon,29.866667,-98.233333,,,,,,,,0,,,1,"microcystins, cylindrospermopsins, Anatoxin-a",0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"M. Howard, ""Cyanotoxin and cyanobacteria monitoring in lake elsinore and canyon lake,""  (2018).",,,2/13/2019 11:50,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-15-023,2015,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Elsinore,33.65,-117.333333,,,,,,,,1,,,1,"microcystins, cylindrospermopsins, anatoxin-a",0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"M. Howard, ""Cyanotoxin and cyanobacteria monitoring in lake elsinore and canyon lake,""  (2018).",,,2/13/2019 11:49,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
US-12-026,2012,,,1,microcystins,NULL,,0,1,0,0,0,0,,0,0,Lake Isabella,35.65,-118.433333,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"C. Nagoda, W. Engineer, L. Busse, Monitoring Plan for Cyanotoxins in Lakes/Reservoirs and Coastal Wetlands Region 9.  (2013).",,,2/21/2019 11:39,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
US-12-025,2012,,,0,,NULL,,0,1,0,0,0,0,,0,0,Klamath River,41.7,-122.916667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"C. Nagoda, W. Engineer, L. Busse, Monitoring Plan for Cyanotoxins in Lakes/Reservoirs and Coastal Wetlands Region 9.  (2013).",,,2/13/2019 11:54,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
US-12-024,2012,,,0,,NULL,,0,1,0,0,0,0,,0,0,Crowley Lake,37.6,-118.733333,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"C. Nagoda, W. Engineer, L. Busse, Monitoring Plan for Cyanotoxins in Lakes/Reservoirs and Coastal Wetlands Region 9.  (2013).",,,2/13/2019 11:52,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
US-11-040,2011,,,0,,NULL,,0,1,0,0,0,0,,0,0,Clear Lake,39.05,-122.816667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"T. Kurobe et al., Identification of harmful cyanobacteria in the Sacramento-San Joaquin Delta and Clear Lake, California by DNA barcoding. SpringerPlus 2, 491 (2013).",,,2/13/2019 11:57,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
US-11-039,2011,,,0,,NULL,,0,1,0,0,0,0,,0,0,Sacramento-San Joaquin Delta,38.233333,-121.833333,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"T. Kurobe et al., Identification of harmful cyanobacteria in the Sacramento-San Joaquin Delta and Clear Lake, California by DNA barcoding. SpringerPlus 2, 491 (2013).",,,2/13/2019 11:56,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
US-11-018,2011,Chesapeake Bay,,1,Chesapeake Bay Monitoring Program,0,,1,1,0,0,0,0,,0,0,"Aquia Creek, Virginia",38.708056,-77.593611,Surface water discoloration was sevident.,,,,7/24/2011,8/2/2011,"High cell conc. 7/24-29, then declined.",1,,"7/24: pH 9.3, DO 8.7 mg/l, temp. 32.2C, salinity 0.13",1,<3.0 µg / L,0,0,0,0,1,0,0,0,0,0,0,,0,,,,,,,,4/15/2015 5:37,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis aeruginosa,"335,000,000",,,,,,,,,,,,,,,,,,,
US-10-015,2010,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake Mendota,43.1,-89.416667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"L. J. Beversdorf, T. R. Miller, K. D. McMahon, The role of nitrogen fixation in cyanobacterial bloom toxicity in a temperate, eutrophic lake. PLoS ONE 8, e56103 (2013).    T. R. Miller, K. D. McMahon, Genetic diversity of cyanobacteria in four eutrophic lakes. FEMS Microbiol. Ecol. 78, 336–348 (2011).",,,2/13/2019 11:48,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Cylindrospermopsis raciborskii Seenaya et Subba Raju 1972,,,,,,,,,,,,Aphanizomenon spp.,,,,,
US-10-014,2010,,,0,,NULL,,0,1,0,0,0,0,,0,0,Grand Lake St. Marys,40.516667,-84.416667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"M. M. Steffen, Z. Zhu, R. M. L. McKay, S. W. Wilhelm, G. S. Bullerjahn, Taxonomic assessment of a toxic cyanobacteria shift in hypereutrophic Grand Lake St. Marys (Ohio, USA). Harmful Algae 33, 12–18 (2014).",,,2/13/2019 11:36,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Planktothrix spp.,,,,,,,,,,,,,,,,,
US-09-026,2009,,,0,,NULL,,0,1,0,0,0,0,,0,0,Lake St Charles,46.9,-71.366667,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"D. C. Rolland, S. Bourget, A. Warren, I. Laurion, W. F. Vincent, Extreme variability of cyanobacterial blooms in an urban drinking water supply. J. Plankton Res. 35, 744–758 (2013).",,,2/13/2019 12:01,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,Anabaena flos-aquae,,,,,,,,,,,,Aphanothece spp.,,,,,
US-09-025,2009,,,0,,NULL,,0,1,0,0,0,0,,0,0,Vancouver Lake,45.666667,-122.716667,,,,,,,,1,,,1,microcystins,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"T. A. Lee, G. Rollwagen-Bollens, S. M. Bollens, J. J. Faber-Hammond, Environmental influence on cyanobacteria abundance and microcystin toxin production in a shallow temperate lake. Ecotoxicol. Environ. Saf. 114, 318–325 (2015).",,,2/13/2019 11:58,,,UNITED STATES,Cyanobacterial toxins effects,,,,,,,,Microcystis spp.,,,,,,,,,,,,,,,,,,,,
